Iteration n, Sampletime t (sec), Signal x[n] (real, img), Output y[n] (real, img), Actual_Output y(t) (real, img), Difference y(t)-y[n] (real, img)
n: 3939, t: 0.492375, x[n]:   (0.706623,0.707591), y[n]:   (0.705728,0.705433), y(t):   (0.708728,0.705476), diff:   (0.003000,0.000042)
n: 3940, t: 0.492500, x[n]: (-1.000000,-0.000935), y[n]: (-0.997842,-0.000042), y(t):  (-0.999993,0.002049), diff:  (-0.002151,0.002091)
n: 3941, t: 0.492625, x[n]:  (0.707945,-0.706268), y[n]:  (0.705787,-0.705374), y(t):  (0.705831,-0.708374), diff:  (0.000044,-0.003000)
n: 3942, t: 0.492750, x[n]:  (-0.000460,1.000000), y[n]:   (0.000433,0.997843), y(t):   (0.002524,0.999992), diff:   (0.002091,0.002150)
n: 3943, t: 0.492875, x[n]: (-0.706604,-0.707609), y[n]: (-0.705709,-0.705452), y(t): (-0.708709,-0.705495), diff: (-0.003000,-0.000042)
n: 3944, t: 0.493000, x[n]:   (1.000000,0.000962), y[n]:   (0.997842,0.000068), y(t):  (0.999993,-0.002022), diff:  (0.002151,-0.002091)
n: 3945, t: 0.493125, x[n]:  (-0.707964,0.706249), y[n]:  (-0.705806,0.705355), y(t):  (-0.705850,0.708355), diff:  (-0.000044,0.003000)
n: 3946, t: 0.493250, x[n]:  (0.000487,-1.000000), y[n]: (-0.000406,-0.997843), y(t): (-0.002497,-0.999992), diff: (-0.002091,-0.002150)
n: 3947, t: 0.493375, x[n]:   (0.706585,0.707628), y[n]:   (0.705691,0.705471), y(t):   (0.708690,0.705513), diff:   (0.003000,0.000042)
n: 3948, t: 0.493500, x[n]: (-1.000000,-0.000989), y[n]: (-0.997842,-0.000095), y(t):  (-0.999994,0.001995), diff:  (-0.002151,0.002091)
n: 3949, t: 0.493625, x[n]:  (0.707293,-0.706921), y[n]:  (0.705136,-0.706027), y(t):  (0.705177,-0.709025), diff:  (0.000041,-0.002998)
n: 3950, t: 0.493750, x[n]:  (-0.001490,0.999999), y[n]:  (-0.000596,0.997841), y(t):   (0.001494,0.999994), diff:   (0.002090,0.002153)
n: 3951, t: 0.493875, x[n]: (-0.706566,-0.707647), y[n]: (-0.705673,-0.705490), y(t): (-0.708671,-0.705532), diff: (-0.002998,-0.000042)
n: 3952, t: 0.494000, x[n]:   (0.999999,0.001015), y[n]:   (0.997842,0.000122), y(t):  (0.999994,-0.001969), diff:  (0.002152,-0.002090)
n: 3953, t: 0.494125, x[n]:  (-0.707312,0.706902), y[n]:  (-0.705155,0.706008), y(t):  (-0.705196,0.709006), diff:  (-0.000041,0.002998)
n: 3954, t: 0.494250, x[n]:  (0.000540,-1.000000), y[n]: (-0.000352,-0.997842), y(t): (-0.002444,-0.999993), diff: (-0.002091,-0.002151)
n: 3955, t: 0.494375, x[n]:   (0.706547,0.707666), y[n]:   (0.705653,0.705509), y(t):   (0.708652,0.705551), diff:   (0.003000,0.000042)
n: 3956, t: 0.494500, x[n]: (-0.999999,-0.001042), y[n]: (-0.997842,-0.000148), y(t):  (-0.999994,0.001942), diff:  (-0.002152,0.002090)
n: 3957, t: 0.494625, x[n]:  (0.708020,-0.706192), y[n]:  (0.705863,-0.705299), y(t):  (0.705907,-0.708298), diff:  (0.000044,-0.003000)
n: 3958, t: 0.494750, x[n]:  (-0.000567,1.000000), y[n]:   (0.000326,0.997843), y(t):   (0.002417,0.999993), diff:   (0.002091,0.002150)
n: 3959, t: 0.494875, x[n]: (-0.706528,-0.707685), y[n]: (-0.705634,-0.705528), y(t): (-0.708634,-0.705570), diff: (-0.003000,-0.000043)
n: 3960, t: 0.495000, x[n]:   (0.999999,0.001069), y[n]:   (0.997842,0.000175), y(t):  (0.999994,-0.001915), diff:  (0.002152,-0.002090)
n: 3961, t: 0.495125, x[n]:  (-0.708039,0.706173), y[n]:  (-0.705882,0.705280), y(t):  (-0.705926,0.708280), diff:  (-0.000044,0.003000)
n: 3962, t: 0.495250, x[n]:  (0.000594,-1.000000), y[n]: (-0.000300,-0.997843), y(t): (-0.002390,-0.999993), diff: (-0.002091,-0.002150)
n: 3963, t: 0.495375, x[n]:   (0.706509,0.707704), y[n]:   (0.705615,0.705546), y(t):   (0.708615,0.705589), diff:   (0.003000,0.000043)
n: 3964, t: 0.495500, x[n]: (-0.999999,-0.001096), y[n]: (-0.997842,-0.000202), y(t):  (-0.999994,0.001889), diff:  (-0.002152,0.002090)
n: 3965, t: 0.495625, x[n]:  (0.707368,-0.706845), y[n]:  (0.705211,-0.705951), y(t):  (0.705253,-0.708950), diff:  (0.000041,-0.002998)
n: 3966, t: 0.495750, x[n]:  (-0.000621,1.000000), y[n]:   (0.000272,0.997842), y(t):   (0.002363,0.999993), diff:   (0.002091,0.002151)
n: 3967, t: 0.495875, x[n]: (-0.706490,-0.707723), y[n]: (-0.705596,-0.705565), y(t): (-0.708596,-0.705608), diff: (-0.003000,-0.000043)
n: 3968, t: 0.496000, x[n]:   (0.999999,0.001122), y[n]:   (0.997842,0.000228), y(t):  (0.999994,-0.001862), diff:  (0.002152,-0.002090)
n: 3969, t: 0.496125, x[n]:  (-0.707387,0.706826), y[n]:  (-0.705230,0.705933), y(t):  (-0.705272,0.708931), diff:  (-0.000041,0.002998)
n: 3970, t: 0.496250, x[n]:  (0.000647,-1.000000), y[n]: (-0.000245,-0.997842), y(t): (-0.002337,-0.999993), diff: (-0.002091,-0.002151)
n: 3971, t: 0.496375, x[n]:   (0.706471,0.707742), y[n]:   (0.705577,0.705584), y(t):   (0.708577,0.705627), diff:   (0.003000,0.000043)
n: 3972, t: 0.496500, x[n]: (-1.000000,-0.000172), y[n]:  (-0.997843,0.000720), y(t):  (-0.999992,0.002812), diff:  (-0.002149,0.002091)
n: 3973, t: 0.496625, x[n]:  (0.708096,-0.706116), y[n]:  (0.705938,-0.705222), y(t):  (0.705982,-0.708223), diff:  (0.000044,-0.003001)
n: 3974, t: 0.496750, x[n]:  (-0.000674,1.000000), y[n]:   (0.000220,0.997843), y(t):   (0.002310,0.999993), diff:   (0.002090,0.002150)
n: 3975, t: 0.496875, x[n]: (-0.706452,-0.707761), y[n]: (-0.705559,-0.705603), y(t): (-0.708558,-0.705646), diff: (-0.003000,-0.000043)
n: 3976, t: 0.497000, x[n]:   (1.000000,0.000199), y[n]:  (0.997843,-0.000694), y(t):  (0.999992,-0.002785), diff:  (0.002149,-0.002091)
n: 3977, t: 0.497125, x[n]:  (-0.707425,0.706788), y[n]:  (-0.705268,0.705894), y(t):  (-0.705309,0.708893), diff:  (-0.000041,0.003000)
n: 3978, t: 0.497250, x[n]:  (0.000701,-1.000000), y[n]: (-0.000192,-0.997842), y(t): (-0.002283,-0.999993), diff: (-0.002091,-0.002151)
n: 3979, t: 0.497375, x[n]:   (0.706434,0.707779), y[n]:   (0.705540,0.705622), y(t):   (0.708539,0.705665), diff:   (0.003000,0.000043)
n: 3980, t: 0.497500, x[n]: (-0.999999,-0.001202), y[n]: (-0.997842,-0.000308), y(t):  (-0.999994,0.001782), diff:  (-0.002152,0.002090)
n: 3981, t: 0.497625, x[n]:  (0.707444,-0.706770), y[n]:  (0.705287,-0.705876), y(t):  (0.705328,-0.708874), diff:  (0.000042,-0.002998)
n: 3982, t: 0.497750, x[n]:  (-0.000728,1.000000), y[n]:   (0.000165,0.997842), y(t):   (0.002257,0.999993), diff:   (0.002091,0.002151)
n: 3983, t: 0.497875, x[n]: (-0.706415,-0.707798), y[n]: (-0.705521,-0.705641), y(t): (-0.708520,-0.705684), diff: (-0.003000,-0.000043)
n: 3984, t: 0.498000, x[n]:   (0.999999,0.001229), y[n]:   (0.997842,0.000335), y(t):  (0.999994,-0.001755), diff:  (0.002152,-0.002090)
n: 3985, t: 0.498125, x[n]:  (-0.707463,0.706751), y[n]:  (-0.705306,0.705857), y(t):  (-0.705347,0.708856), diff:  (-0.000042,0.002998)
n: 3986, t: 0.498250, x[n]:  (0.000754,-1.000000), y[n]: (-0.000139,-0.997842), y(t): (-0.002230,-0.999993), diff: (-0.002091,-0.002151)
n: 3987, t: 0.498375, x[n]:   (0.706396,0.707817), y[n]:   (0.705502,0.705660), y(t):   (0.708502,0.705703), diff:   (0.003000,0.000043)
n: 3988, t: 0.498500, x[n]: (-1.000000,-0.000279), y[n]:  (-0.997843,0.000614), y(t):  (-0.999992,0.002705), diff:  (-0.002149,0.002091)
n: 3989, t: 0.498625, x[n]:  (0.707482,-0.706732), y[n]:  (0.705325,-0.705837), y(t):  (0.705366,-0.708837), diff:  (0.000042,-0.003000)
n: 3990, t: 0.498750, x[n]:  (-0.000781,1.000000), y[n]:   (0.000112,0.997842), y(t):   (0.002203,0.999993), diff:   (0.002091,0.002151)
n: 3991, t: 0.498875, x[n]: (-0.706377,-0.707836), y[n]: (-0.705483,-0.705679), y(t): (-0.708483,-0.705722), diff: (-0.003000,-0.000043)
n: 3992, t: 0.499000, x[n]:   (1.000000,0.000306), y[n]:  (0.997843,-0.000587), y(t):  (0.999992,-0.002678), diff:  (0.002149,-0.002091)
n: 3993, t: 0.499125, x[n]:  (-0.707500,0.706713), y[n]:  (-0.705343,0.705818), y(t):  (-0.705385,0.708818), diff:  (-0.000042,0.003000)
n: 3994, t: 0.499250, x[n]:  (0.000808,-1.000000), y[n]: (-0.000085,-0.997842), y(t): (-0.002176,-0.999993), diff: (-0.002091,-0.002151)
n: 3995, t: 0.499375, x[n]:   (0.706358,0.707855), y[n]:   (0.705464,0.705697), y(t):   (0.708464,0.705741), diff:   (0.003000,0.000043)
n: 3996, t: 0.499500, x[n]: (-0.999999,-0.001309), y[n]: (-0.997842,-0.000415), y(t):  (-0.999994,0.001675), diff:  (-0.002152,0.002090)
n: 3997, t: 0.499625, x[n]:  (0.707519,-0.706694), y[n]:  (0.705362,-0.705801), y(t):  (0.705404,-0.708799), diff:  (0.000042,-0.002998)
n: 3998, t: 0.499750, x[n]:  (-0.000834,1.000000), y[n]:   (0.000059,0.997842), y(t):   (0.002150,0.999993), diff:   (0.002091,0.002151)
n: 3999, t: 0.499875, x[n]: (-0.707030,-0.707184), y[n]: (-0.706136,-0.705027), y(t): (-0.709134,-0.705067), diff: (-0.002998,-0.000040)
n: 4000, t: 0.500000, x[n]:   (1.000000,0.000360), y[n]:  (0.997842,-0.000533), y(t):  (0.999992,-0.002625), diff:  (0.002150,-0.002092)
n: 4001, t: 0.500125, x[n]:  (-0.708228,0.705984), y[n]:  (-0.706070,0.705090), y(t):  (-0.706115,0.708091), diff:  (-0.000045,0.003001)
n: 4002, t: 0.500250, x[n]:  (0.000861,-1.000000), y[n]: (-0.000033,-0.997843), y(t): (-0.002123,-0.999993), diff: (-0.002090,-0.002150)
n: 4003, t: 0.500375, x[n]:   (0.706320,0.707893), y[n]:   (0.705427,0.705735), y(t):   (0.708426,0.705779), diff:   (0.003000,0.000044)
n: 4004, t: 0.500500, x[n]: (-1.000000,-0.000386), y[n]:  (-0.997843,0.000507), y(t):  (-0.999992,0.002598), diff:  (-0.002149,0.002091)
n: 4005, t: 0.500625, x[n]:  (0.707557,-0.706656), y[n]:  (0.705400,-0.705762), y(t):  (0.705442,-0.708761), diff:  (0.000042,-0.003000)
n: 4006, t: 0.500750, x[n]:  (-0.000888,1.000000), y[n]:   (0.000005,0.997842), y(t):   (0.002096,0.999993), diff:   (0.002091,0.002151)
n: 4007, t: 0.500875, x[n]: (-0.706992,-0.707221), y[n]: (-0.706098,-0.705065), y(t): (-0.709096,-0.705105), diff: (-0.002998,-0.000041)
n: 4008, t: 0.501000, x[n]:   (0.999999,0.001390), y[n]:   (0.997841,0.000496), y(t):  (0.999994,-0.001595), diff:  (0.002153,-0.002091)
n: 4009, t: 0.501125, x[n]:  (-0.707576,0.706637), y[n]:  (-0.705419,0.705744), y(t):  (-0.705461,0.708742), diff:  (-0.000042,0.002998)
n: 4010, t: 0.501250, x[n]:  (0.000915,-1.000000), y[n]:  (0.000021,-0.997842), y(t): (-0.002069,-0.999993), diff: (-0.002091,-0.002151)
n: 4011, t: 0.501375, x[n]:   (0.706282,0.707930), y[n]:   (0.705389,0.705773), y(t):   (0.708388,0.705816), diff:   (0.003000,0.000044)
n: 4012, t: 0.501500, x[n]: (-1.000000,-0.000440), y[n]:  (-0.997843,0.000454), y(t):  (-0.999992,0.002544), diff:  (-0.002150,0.002091)
n: 4013, t: 0.501625, x[n]:  (0.707595,-0.706618), y[n]:  (0.705438,-0.705724), y(t):  (0.705480,-0.708724), diff:  (0.000042,-0.003000)
n: 4014, t: 0.501750, x[n]:  (-0.000941,1.000000), y[n]:  (-0.000048,0.997842), y(t):   (0.002043,0.999993), diff:   (0.002091,0.002151)
n: 4015, t: 0.501875, x[n]: (-0.706263,-0.707949), y[n]: (-0.705370,-0.705792), y(t): (-0.708370,-0.705835), diff: (-0.003000,-0.000044)
n: 4016, t: 0.502000, x[n]:   (0.999999,0.001443), y[n]:   (0.997842,0.000548), y(t):  (0.999994,-0.001541), diff:  (0.002152,-0.002090)
n: 4017, t: 0.502125, x[n]:  (-0.707614,0.706599), y[n]:  (-0.705457,0.705706), y(t):  (-0.705499,0.708705), diff:  (-0.000042,0.002998)
n: 4018, t: 0.502250, x[n]:  (0.000968,-1.000000), y[n]:  (0.000075,-0.997842), y(t): (-0.002016,-0.999993), diff: (-0.002091,-0.002151)
n: 4019, t: 0.502375, x[n]:   (0.706935,0.707278), y[n]:   (0.706041,0.705121), y(t):   (0.709040,0.705162), diff:   (0.002998,0.000041)
n: 4020, t: 0.502500, x[n]: (-1.000000,-0.000493), y[n]:  (-0.997842,0.000399), y(t):  (-0.999992,0.002491), diff:  (-0.002150,0.002092)
n: 4021, t: 0.502625, x[n]:  (0.708322,-0.705889), y[n]:  (0.706164,-0.704996), y(t):  (0.706210,-0.707996), diff:  (0.000045,-0.003001)
n: 4022, t: 0.502750, x[n]:  (-0.000995,1.000000), y[n]:  (-0.000100,0.997843), y(t):   (0.001989,0.999994), diff:   (0.002090,0.002151)
n: 4023, t: 0.502875, x[n]: (-0.706225,-0.707987), y[n]: (-0.705332,-0.705829), y(t): (-0.708332,-0.705873), diff: (-0.003000,-0.000044)
n: 4024, t: 0.503000, x[n]:   (1.000000,0.000520), y[n]:  (0.997843,-0.000374), y(t):  (0.999992,-0.002464), diff:  (0.002150,-0.002091)
n: 4025, t: 0.503125, x[n]:  (-0.707652,0.706562), y[n]:  (-0.705494,0.705667), y(t):  (-0.705537,0.708667), diff:  (-0.000042,0.003000)
n: 4026, t: 0.503250, x[n]:  (0.000045,-1.000000), y[n]: (-0.000847,-0.997843), y(t): (-0.002939,-0.999991), diff: (-0.002092,-0.002149)
n: 4027, t: 0.503375, x[n]:   (0.706207,0.708006), y[n]:   (0.705312,0.705848), y(t):   (0.708313,0.705892), diff:   (0.003001,0.000044)
n: 4028, t: 0.503500, x[n]: (-0.999999,-0.001523), y[n]: (-0.997842,-0.000628), y(t):  (-0.999994,0.001461), diff:  (-0.002153,0.002089)
n: 4029, t: 0.503625, x[n]:  (0.707670,-0.706543), y[n]:  (0.705513,-0.705650), y(t):  (0.705556,-0.708648), diff:  (0.000043,-0.002998)
n: 4030, t: 0.503750, x[n]:  (-0.001048,0.999999), y[n]:  (-0.000155,0.997842), y(t):   (0.001936,0.999994), diff:   (0.002090,0.002152)
n: 4031, t: 0.503875, x[n]: (-0.706879,-0.707335), y[n]: (-0.705985,-0.705178), y(t): (-0.708983,-0.705219), diff: (-0.002998,-0.000041)
n: 4032, t: 0.504000, x[n]:   (1.000000,0.000573), y[n]:  (0.997842,-0.000319), y(t):  (0.999993,-0.002411), diff:  (0.002151,-0.002091)
n: 4033, t: 0.504125, x[n]:  (-0.707689,0.706524), y[n]:  (-0.705532,0.705630), y(t):  (-0.705575,0.708629), diff:  (-0.000043,0.003000)
n: 4034, t: 0.504250, x[n]:  (0.001075,-0.999999), y[n]:  (0.000181,-0.997842), y(t): (-0.001909,-0.999994), diff: (-0.002090,-0.002152)
n: 4035, t: 0.504375, x[n]:   (0.706169,0.708044), y[n]:   (0.705276,0.705886), y(t):   (0.708275,0.705930), diff:   (0.003000,0.000044)
n: 4036, t: 0.504500, x[n]: (-1.000000,-0.000600), y[n]:  (-0.997843,0.000294), y(t):  (-0.999993,0.002384), diff:  (-0.002150,0.002090)
n: 4037, t: 0.504625, x[n]:  (0.707708,-0.706505), y[n]:  (0.705551,-0.705611), y(t):  (0.705594,-0.708610), diff:  (0.000043,-0.003000)
n: 4038, t: 0.504750, x[n]:  (-0.001102,0.999999), y[n]:  (-0.000208,0.997842), y(t):   (0.001882,0.999994), diff:   (0.002090,0.002152)
n: 4039, t: 0.504875, x[n]: (-0.706841,-0.707373), y[n]: (-0.705947,-0.705216), y(t): (-0.708945,-0.705257), diff: (-0.002998,-0.000041)
n: 4040, t: 0.505000, x[n]:   (1.000000,0.000627), y[n]:  (0.997842,-0.000266), y(t):  (0.999993,-0.002357), diff:  (0.002151,-0.002091)
n: 4041, t: 0.505125, x[n]:  (-0.707727,0.706486), y[n]:  (-0.705570,0.705592), y(t):  (-0.705613,0.708592), diff:  (-0.000043,0.003000)
n: 4042, t: 0.505250, x[n]:  (0.001128,-0.999999), y[n]:  (0.000235,-0.997842), y(t): (-0.001856,-0.999994), diff: (-0.002090,-0.002152)
n: 4043, t: 0.505375, x[n]:   (0.706822,0.707392), y[n]:   (0.705928,0.705235), y(t):   (0.708927,0.705276), diff:   (0.002998,0.000041)
n: 4044, t: 0.505500, x[n]: (-1.000000,-0.000654), y[n]:  (-0.997842,0.000239), y(t):  (-0.999993,0.002331), diff:  (-0.002151,0.002091)
n: 4045, t: 0.505625, x[n]:  (0.707746,-0.706467), y[n]:  (0.705589,-0.705573), y(t):  (0.705631,-0.708573), diff:  (0.000043,-0.003000)
n: 4046, t: 0.505750, x[n]:  (-0.000179,1.000000), y[n]:   (0.000714,0.997843), y(t):   (0.002806,0.999992), diff:   (0.002091,0.002149)
n: 4047, t: 0.505875, x[n]: (-0.706112,-0.708100), y[n]: (-0.705218,-0.705942), y(t): (-0.708219,-0.705987), diff: (-0.003001,-0.000044)
n: 4048, t: 0.506000, x[n]:   (1.000000,0.000680), y[n]:  (0.997843,-0.000214), y(t):  (0.999993,-0.002304), diff:  (0.002150,-0.002090)
n: 4049, t: 0.506125, x[n]:  (-0.707765,0.706448), y[n]:  (-0.705607,0.705554), y(t):  (-0.705650,0.708554), diff:  (-0.000043,0.003000)
n: 4050, t: 0.506250, x[n]:  (0.001182,-0.999999), y[n]:  (0.000288,-0.997842), y(t): (-0.001802,-0.999994), diff: (-0.002090,-0.002152)
n: 4051, t: 0.506375, x[n]:   (0.706784,0.707429), y[n]:   (0.705890,0.705272), y(t):   (0.708889,0.705314), diff:   (0.002998,0.000042)
n: 4052, t: 0.506500, x[n]: (-1.000000,-0.000707), y[n]:  (-0.997842,0.000186), y(t):  (-0.999993,0.002277), diff:  (-0.002151,0.002091)
n: 4053, t: 0.506625, x[n]:  (0.707094,-0.707120), y[n]:  (0.704937,-0.706225), y(t):  (0.704977,-0.709224), diff:  (0.000040,-0.002998)
n: 4054, t: 0.506750, x[n]:  (-0.001209,0.999999), y[n]:  (-0.000315,0.997841), y(t):   (0.001776,0.999994), diff:   (0.002091,0.002153)
n: 4055, t: 0.506875, x[n]: (-0.706074,-0.708138), y[n]: (-0.705181,-0.705980), y(t): (-0.708181,-0.706025), diff: (-0.003000,-0.000045)
n: 4056, t: 0.507000, x[n]:   (1.000000,0.000734), y[n]:  (0.997843,-0.000160), y(t):  (0.999993,-0.002250), diff:  (0.002150,-0.002090)
n: 4057, t: 0.507125, x[n]:  (-0.707803,0.706410), y[n]:  (-0.705645,0.705517), y(t):  (-0.705688,0.708516), diff:  (-0.000043,0.003000)
n: 4058, t: 0.507250, x[n]:  (0.000259,-1.000000), y[n]: (-0.000634,-0.997843), y(t): (-0.002725,-0.999992), diff: (-0.002091,-0.002149)
n: 4059, t: 0.507375, x[n]:   (0.706746,0.707467), y[n]:   (0.705852,0.705310), y(t):   (0.708851,0.705352), diff:   (0.003000,0.000042)
n: 4060, t: 0.507500, x[n]: (-0.999999,-0.001737), y[n]: (-0.997841,-0.000843), y(t):  (-0.999995,0.001247), diff:  (-0.002154,0.002090)
n: 4061, t: 0.507625, x[n]:  (0.707821,-0.706391), y[n]:  (0.705664,-0.705499), y(t):  (0.705707,-0.708497), diff:  (0.000043,-0.002998)
n: 4062, t: 0.507750, x[n]:  (-0.001262,0.999999), y[n]:  (-0.000368,0.997842), y(t):   (0.001722,0.999994), diff:   (0.002090,0.002152)
n: 4063, t: 0.507875, x[n]: (-0.706727,-0.707486), y[n]: (-0.705834,-0.705329), y(t): (-0.708832,-0.705371), diff: (-0.002998,-0.000042)
n: 4064, t: 0.508000, x[n]:   (1.000000,0.000787), y[n]:  (0.997842,-0.000106), y(t):  (0.999993,-0.002197), diff:  (0.002151,-0.002091)
n: 4065, t: 0.508125, x[n]:  (-0.707150,0.707063), y[n]:  (-0.704994,0.706169), y(t):  (-0.705034,0.709167), diff:  (-0.000040,0.002998)
n: 4066, t: 0.508250, x[n]:  (0.000312,-1.000000), y[n]: (-0.000580,-0.997842), y(t): (-0.002672,-0.999992), diff: (-0.002092,-0.002150)
n: 4067, t: 0.508375, x[n]:   (0.706017,0.708195), y[n]:   (0.705124,0.706037), y(t):   (0.708124,0.706081), diff:   (0.003001,0.000045)
n: 4068, t: 0.508500, x[n]: (-1.000000,-0.000814), y[n]:  (-0.997843,0.000080), y(t):  (-0.999993,0.002170), diff:  (-0.002150,0.002090)
n: 4069, t: 0.508625, x[n]:  (0.707859,-0.706353), y[n]:  (0.705702,-0.705460), y(t):  (0.705745,-0.708459), diff:  (0.000043,-0.003000)
n: 4070, t: 0.508750, x[n]:  (-0.000339,1.000000), y[n]:   (0.000554,0.997843), y(t):   (0.002645,0.999992), diff:   (0.002091,0.002149)
n: 4071, t: 0.508875, x[n]: (-0.706690,-0.707524), y[n]: (-0.705795,-0.705367), y(t): (-0.708795,-0.705409), diff: (-0.003000,-0.000042)
n: 4072, t: 0.509000, x[n]:   (1.000000,0.000841), y[n]:  (0.997842,-0.000053), y(t):  (0.999993,-0.002144), diff:  (0.002151,-0.002091)
n: 4073, t: 0.509125, x[n]:  (-0.707878,0.706335), y[n]:  (-0.705721,0.705441), y(t):  (-0.705764,0.708441), diff:  (-0.000043,0.003000)
n: 4074, t: 0.509250, x[n]:  (0.001342,-0.999999), y[n]:  (0.000448,-0.997842), y(t): (-0.001642,-0.999994), diff: (-0.002090,-0.002152)
n: 4075, t: 0.509375, x[n]:   (0.706671,0.707543), y[n]:   (0.705777,0.705385), y(t):   (0.708776,0.705427), diff:   (0.002998,0.000042)
n: 4076, t: 0.509500, x[n]: (-1.000000,-0.000867), y[n]:  (-0.997842,0.000026), y(t):  (-0.999993,0.002117), diff:  (-0.002151,0.002091)
n: 4077, t: 0.509625, x[n]:  (0.707897,-0.706316), y[n]:  (0.705739,-0.705422), y(t):  (0.705783,-0.708422), diff:  (0.000044,-0.003000)
n: 4078, t: 0.509750, x[n]:  (-0.000392,1.000000), y[n]:   (0.000501,0.997843), y(t):   (0.002592,0.999992), diff:   (0.002091,0.002149)
n: 4079, t: 0.509875, x[n]: (-0.706652,-0.707561), y[n]: (-0.705757,-0.705404), y(t): (-0.708757,-0.705446), diff: (-0.003000,-0.000042)
n: 4080, t: 0.510000, x[n]:   (1.000000,0.000894), y[n]:   (0.997842,0.000001), y(t):  (0.999993,-0.002090), diff:  (0.002151,-0.002091)
n: 4081, t: 0.510125, x[n]:  (-0.707916,0.706297), y[n]:  (-0.705758,0.705403), y(t):  (-0.705802,0.708403), diff:  (-0.000044,0.003000)
n: 4082, t: 0.510250, x[n]:  (0.001396,-0.999999), y[n]:  (0.000501,-0.997842), y(t): (-0.001588,-0.999994), diff: (-0.002090,-0.002152)
n: 4083, t: 0.510375, x[n]:   (0.706633,0.707580), y[n]:   (0.705740,0.705423), y(t):   (0.708738,0.705465), diff:   (0.002998,0.000042)
n: 4084, t: 0.510500, x[n]: (-1.000000,-0.000921), y[n]: (-0.997842,-0.000027), y(t):  (-0.999993,0.002063), diff:  (-0.002151,0.002091)
n: 4085, t: 0.510625, x[n]:  (0.707245,-0.706969), y[n]:  (0.705088,-0.706075), y(t):  (0.705129,-0.709073), diff:  (0.000041,-0.002998)
n: 4086, t: 0.510750, x[n]:  (-0.000446,1.000000), y[n]:   (0.000447,0.997842), y(t):   (0.002538,0.999992), diff:   (0.002092,0.002150)
n: 4087, t: 0.510875, x[n]: (-0.705923,-0.708289), y[n]: (-0.705029,-0.706131), y(t): (-0.708030,-0.706176), diff: (-0.003001,-0.000045)
n: 4088, t: 0.511000, x[n]:   (1.000000,0.000948), y[n]:   (0.997843,0.000053), y(t):  (0.999993,-0.002037), diff:  (0.002151,-0.002090)
n: 4089, t: 0.511125, x[n]:  (-0.707954,0.706259), y[n]:  (-0.705796,0.705366), y(t):  (-0.705840,0.708365), diff:  (-0.000044,0.003000)
n: 4090, t: 0.511250, x[n]:  (0.000473,-1.000000), y[n]: (-0.000421,-0.997843), y(t): (-0.002512,-0.999992), diff: (-0.002091,-0.002150)
n: 4091, t: 0.511375, x[n]:   (0.706595,0.707618), y[n]:   (0.705701,0.705461), y(t):   (0.708700,0.705503), diff:   (0.003000,0.000042)
n: 4092, t: 0.511500, x[n]:  (-1.000000,0.000002), y[n]:  (-0.997842,0.000895), y(t):  (-0.999991,0.002986), diff:  (-0.002149,0.002092)
n: 4093, t: 0.511625, x[n]:  (0.707973,-0.706240), y[n]:  (0.705815,-0.705346), y(t):  (0.705859,-0.708346), diff:  (0.000044,-0.003001)
n: 4094, t: 0.511750, x[n]:  (-0.001476,0.999999), y[n]:  (-0.000581,0.997842), y(t):   (0.001508,0.999994), diff:   (0.002089,0.002153)
n: 4095, t: 0.511875, x[n]: (-0.706576,-0.707637), y[n]: (-0.705683,-0.705480), y(t): (-0.708681,-0.705522), diff: (-0.002998,-0.000042)
n: 4096, t: 0.512000, x[n]:   (1.000000,0.001001), y[n]:   (0.997842,0.000107), y(t):  (0.999994,-0.001983), diff:  (0.002152,-0.002090)
n: 4097, t: 0.512125, x[n]:  (-0.707301,0.706912), y[n]:  (-0.705145,0.706018), y(t):  (-0.705186,0.709016), diff:  (-0.000041,0.002998)
n: 4098, t: 0.512250, x[n]:  (0.000526,-1.000000), y[n]: (-0.000367,-0.997842), y(t): (-0.002458,-0.999992), diff: (-0.002092,-0.002151)
n: 4099, t: 0.512375, x[n]:   (0.706557,0.707656), y[n]:   (0.705663,0.705499), y(t):   (0.708663,0.705541), diff:   (0.003000,0.000042)
n: 4100, t: 0.512500, x[n]: (-0.999999,-0.001028), y[n]: (-0.997842,-0.000134), y(t):  (-0.999994,0.001956), diff:  (-0.002152,0.002090)
n: 4101, t: 0.512625, x[n]:  (0.708010,-0.706202), y[n]:  (0.705853,-0.705309), y(t):  (0.705897,-0.708309), diff:  (0.000044,-0.003000)
n: 4102, t: 0.512750, x[n]:  (-0.000553,1.000000), y[n]:   (0.000341,0.997843), y(t):   (0.002431,0.999993), diff:   (0.002091,0.002150)
n: 4103, t: 0.512875, x[n]: (-0.706538,-0.707675), y[n]: (-0.705644,-0.705517), y(t): (-0.708644,-0.705560), diff: (-0.003000,-0.000043)
n: 4104, t: 0.513000, x[n]:   (0.999999,0.001054), y[n]:   (0.997842,0.000161), y(t):  (0.999994,-0.001930), diff:  (0.002152,-0.002090)
n: 4105, t: 0.513125, x[n]:  (-0.707339,0.706874), y[n]:  (-0.705182,0.705980), y(t):  (-0.705223,0.708979), diff:  (-0.000041,0.002998)
