Iteration n, Sampletime t (sec), Signal x[n] (real, img), Output y[n] (real, img), Actual_Output y(t) (real, img), Difference y(t)-y[n] (real, img)

Square Error : 0.053875
n: 1034, t: 0.258500, x[n]: (-1.000000,-0.000146), y[n]: (-0.999367,-0.000778), y(t):  (-0.999991,0.002838), diff:  (-0.000625,0.003616)
n: 1035, t: 0.258750, x[n]:  (-0.000647,1.000000), y[n]:  (-0.001280,0.999366), y(t):   (0.002337,0.999993), diff:   (0.003616,0.000626)
n: 1036, t: 0.259000, x[n]:   (1.000000,0.000173), y[n]:   (0.999366,0.000805), y(t):  (0.999992,-0.002812), diff:  (0.000625,-0.003616)
n: 1037, t: 0.259250, x[n]:  (0.000674,-1.000000), y[n]:  (0.001306,-0.999366), y(t): (-0.002310,-0.999993), diff: (-0.003616,-0.000627)
n: 1038, t: 0.259500, x[n]: (-1.000000,-0.000688), y[n]: (-0.999366,-0.001320), y(t):  (-0.999993,0.002297), diff:  (-0.000627,0.003616)
n: 1039, t: 0.259750, x[n]:  (-0.000213,1.000000), y[n]:  (-0.000845,0.999366), y(t):   (0.002771,0.999992), diff:   (0.003616,0.000625)
n: 1040, t: 0.260000, x[n]:   (1.000000,0.000714), y[n]:   (0.999366,0.001346), y(t):  (0.999993,-0.002270), diff:  (0.000627,-0.003616)
n: 1041, t: 0.260250, x[n]:  (0.000239,-1.000000), y[n]:  (0.000872,-0.999366), y(t): (-0.002745,-0.999992), diff: (-0.003616,-0.000625)
n: 1042, t: 0.260500, x[n]: (-1.000000,-0.000253), y[n]: (-0.999367,-0.000885), y(t):  (-0.999992,0.002731), diff:  (-0.000625,0.003616)
n: 1043, t: 0.260750, x[n]:  (-0.000754,1.000000), y[n]:  (-0.001386,0.999366), y(t):   (0.002230,0.999993), diff:   (0.003616,0.000627)
n: 1044, t: 0.261000, x[n]:   (1.000000,0.000279), y[n]:   (0.999366,0.000912), y(t):  (0.999992,-0.002705), diff:  (0.000626,-0.003616)
n: 1045, t: 0.261250, x[n]:  (0.000781,-1.000000), y[n]:  (0.001413,-0.999366), y(t): (-0.002203,-0.999993), diff: (-0.003616,-0.000627)
n: 1046, t: 0.261500, x[n]: (-1.000000,-0.000306), y[n]: (-0.999366,-0.000938), y(t):  (-0.999992,0.002678), diff:  (-0.000626,0.003616)
n: 1047, t: 0.261750, x[n]:  (-0.000320,1.000000), y[n]:  (-0.000952,0.999366), y(t):   (0.002665,0.999992), diff:   (0.003616,0.000625)
n: 1048, t: 0.262000, x[n]:   (1.000000,0.000821), y[n]:   (0.999366,0.001453), y(t):  (0.999993,-0.002163), diff:  (0.000627,-0.003616)
n: 1049, t: 0.262250, x[n]:  (0.000346,-1.000000), y[n]:  (0.000979,-0.999366), y(t): (-0.002638,-0.999992), diff: (-0.003616,-0.000626)
n: 1050, t: 0.262500, x[n]: (-1.000000,-0.000360), y[n]: (-0.999366,-0.000992), y(t):  (-0.999992,0.002624), diff:  (-0.000626,0.003616)
n: 1051, t: 0.262750, x[n]:  (-0.000373,1.000000), y[n]:  (-0.001005,0.999366), y(t):   (0.002611,0.999992), diff:   (0.003616,0.000626)
n: 1052, t: 0.263000, x[n]:   (1.000000,0.000386), y[n]:   (0.999366,0.001019), y(t):  (0.999992,-0.002598), diff:  (0.000626,-0.003616)
n: 1053, t: 0.263250, x[n]:  (0.000400,-1.000000), y[n]:  (0.001032,-0.999366), y(t): (-0.002584,-0.999992), diff: (-0.003616,-0.000626)
n: 1054, t: 0.263500, x[n]: (-1.000000,-0.000413), y[n]: (-0.999366,-0.001045), y(t):  (-0.999992,0.002571), diff:  (-0.000626,0.003616)
n: 1055, t: 0.263750, x[n]:  (-0.000426,1.000000), y[n]:  (-0.001059,0.999366), y(t):   (0.002558,0.999992), diff:   (0.003616,0.000626)
n: 1056, t: 0.264000, x[n]:  (1.000000,-0.000048), y[n]:   (0.999366,0.000584), y(t):  (0.999991,-0.003033), diff:  (0.000624,-0.003617)
n: 1057, t: 0.264250, x[n]:  (0.000453,-1.000000), y[n]:  (0.001085,-0.999367), y(t): (-0.002531,-0.999992), diff: (-0.003616,-0.000626)
n: 1058, t: 0.264500, x[n]: (-1.000000,-0.000467), y[n]: (-0.999366,-0.001099), y(t):  (-0.999992,0.002518), diff:  (-0.000626,0.003616)
n: 1059, t: 0.264750, x[n]:  (-0.000480,1.000000), y[n]:  (-0.001112,0.999366), y(t):   (0.002504,0.999992), diff:   (0.003616,0.000626)
n: 1060, t: 0.265000, x[n]:   (1.000000,0.000493), y[n]:   (0.999366,0.001125), y(t):  (0.999992,-0.002491), diff:  (0.000626,-0.003616)
n: 1061, t: 0.265250, x[n]:  (0.000507,-1.000000), y[n]:  (0.001139,-0.999366), y(t): (-0.002477,-0.999992), diff: (-0.003616,-0.000626)
n: 1062, t: 0.265500, x[n]: (-1.000000,-0.000520), y[n]: (-0.999366,-0.001152), y(t):  (-0.999992,0.002464), diff:  (-0.000626,0.003616)
n: 1063, t: 0.265750, x[n]:  (-0.000533,1.000000), y[n]:  (-0.001166,0.999366), y(t):   (0.002451,0.999993), diff:   (0.003616,0.000626)
n: 1064, t: 0.266000, x[n]:   (1.000000,0.000058), y[n]:   (0.999366,0.000691), y(t):  (0.999991,-0.002926), diff:  (0.000625,-0.003617)
n: 1065, t: 0.266250, x[n]:  (0.000560,-1.000000), y[n]:  (0.001192,-0.999367), y(t): (-0.002424,-0.999993), diff: (-0.003616,-0.000626)
n: 1066, t: 0.266500, x[n]: (-1.000000,-0.000573), y[n]: (-0.999366,-0.001206), y(t):  (-0.999993,0.002411), diff:  (-0.000626,0.003616)
n: 1067, t: 0.266750, x[n]:  (-0.000099,1.000000), y[n]:  (-0.000731,0.999366), y(t):   (0.002886,0.999991), diff:   (0.003617,0.000625)
n: 1068, t: 0.267000, x[n]:   (1.000000,0.000600), y[n]:   (0.999366,0.001232), y(t):  (0.999993,-0.002384), diff:  (0.000626,-0.003616)
n: 1069, t: 0.267250, x[n]:  (0.000125,-1.000000), y[n]:  (0.000758,-0.999366), y(t): (-0.002859,-0.999991), diff: (-0.003617,-0.000625)
n: 1070, t: 0.267500, x[n]: (-1.000000,-0.000627), y[n]: (-0.999366,-0.001259), y(t):  (-0.999993,0.002357), diff:  (-0.000626,0.003616)
n: 1071, t: 0.267750, x[n]:  (-0.000640,1.000000), y[n]:  (-0.001272,0.999366), y(t):   (0.002344,0.999993), diff:   (0.003616,0.000627)
n: 1072, t: 0.268000, x[n]:   (1.000000,0.000165), y[n]:   (0.999366,0.000798), y(t):  (0.999992,-0.002819), diff:  (0.000625,-0.003616)
n: 1073, t: 0.268250, x[n]:  (0.000667,-1.000000), y[n]:  (0.001299,-0.999366), y(t): (-0.002317,-0.999993), diff: (-0.003616,-0.000626)
n: 1074, t: 0.268500, x[n]: (-1.000000,-0.000192), y[n]: (-0.999366,-0.000824), y(t):  (-0.999992,0.002792), diff:  (-0.000625,0.003616)
n: 1075, t: 0.268750, x[n]:  (-0.000205,1.000000), y[n]:  (-0.000838,0.999367), y(t):   (0.002779,0.999992), diff:   (0.003616,0.000625)
n: 1076, t: 0.269000, x[n]:   (1.000000,0.000707), y[n]:   (0.999366,0.001339), y(t):  (0.999993,-0.002277), diff:  (0.000627,-0.003616)
n: 1077, t: 0.269250, x[n]:  (0.000232,-1.000000), y[n]:  (0.000864,-0.999366), y(t): (-0.002752,-0.999992), diff: (-0.003616,-0.000625)
n: 1078, t: 0.269500, x[n]: (-1.000000,-0.000734), y[n]: (-0.999366,-0.001366), y(t):  (-0.999993,0.002250), diff:  (-0.000627,0.003616)
n: 1079, t: 0.269750, x[n]:  (-0.000259,1.000000), y[n]:  (-0.000891,0.999366), y(t):   (0.002725,0.999992), diff:   (0.003616,0.000626)
n: 1080, t: 0.270000, x[n]:   (1.000000,0.000272), y[n]:   (0.999367,0.000905), y(t):  (0.999992,-0.002712), diff:  (0.000625,-0.003616)
n: 1081, t: 0.270250, x[n]:  (0.000774,-1.000000), y[n]:  (0.001406,-0.999366), y(t): (-0.002210,-0.999993), diff: (-0.003616,-0.000627)
n: 1082, t: 0.270500, x[n]: (-1.000000,-0.000299), y[n]: (-0.999366,-0.000931), y(t):  (-0.999992,0.002685), diff:  (-0.000626,0.003616)
n: 1083, t: 0.270750, x[n]:  (-0.000312,1.000000), y[n]:  (-0.000945,0.999366), y(t):   (0.002672,0.999992), diff:   (0.003616,0.000625)
n: 1084, t: 0.271000, x[n]:   (1.000000,0.000814), y[n]:   (0.999366,0.001446), y(t):  (0.999993,-0.002170), diff:  (0.000627,-0.003616)
n: 1085, t: 0.271250, x[n]:  (0.000339,-1.000000), y[n]:  (0.000971,-0.999366), y(t): (-0.002645,-0.999992), diff: (-0.003616,-0.000626)
n: 1086, t: 0.271500, x[n]: (-1.000000,-0.000352), y[n]: (-0.999366,-0.000985), y(t):  (-0.999992,0.002632), diff:  (-0.000626,0.003616)
n: 1087, t: 0.271750, x[n]:  (-0.000366,1.000000), y[n]:  (-0.000998,0.999366), y(t):   (0.002618,0.999992), diff:   (0.003616,0.000626)
n: 1088, t: 0.272000, x[n]:   (1.000000,0.000379), y[n]:   (0.999366,0.001011), y(t):  (0.999992,-0.002605), diff:  (0.000626,-0.003616)
n: 1089, t: 0.272250, x[n]:  (0.000881,-1.000000), y[n]:  (0.001513,-0.999366), y(t): (-0.002103,-0.999993), diff: (-0.003616,-0.000627)
n: 1090, t: 0.272500, x[n]: (-1.000000,-0.000406), y[n]: (-0.999366,-0.001038), y(t):  (-0.999992,0.002578), diff:  (-0.000626,0.003616)
n: 1091, t: 0.272750, x[n]:  (-0.000419,1.000000), y[n]:  (-0.001051,0.999366), y(t):   (0.002565,0.999992), diff:   (0.003616,0.000626)
n: 1092, t: 0.273000, x[n]:   (1.000000,0.000433), y[n]:   (0.999366,0.001065), y(t):  (0.999992,-0.002551), diff:  (0.000626,-0.003616)
n: 1093, t: 0.273250, x[n]:  (0.000446,-1.000000), y[n]:  (0.001078,-0.999366), y(t): (-0.002538,-0.999992), diff: (-0.003616,-0.000626)
n: 1094, t: 0.273500, x[n]: (-1.000000,-0.000459), y[n]: (-0.999366,-0.001092), y(t):  (-0.999992,0.002525), diff:  (-0.000626,0.003616)
n: 1095, t: 0.273750, x[n]:  (-0.000473,1.000000), y[n]:  (-0.001105,0.999366), y(t):   (0.002511,0.999992), diff:   (0.003616,0.000626)
n: 1096, t: 0.274000, x[n]:   (1.000000,0.000486), y[n]:   (0.999366,0.001118), y(t):  (0.999992,-0.002498), diff:  (0.000626,-0.003616)
n: 1097, t: 0.274250, x[n]:  (0.000011,-1.000000), y[n]:  (0.000644,-0.999366), y(t): (-0.002973,-0.999991), diff: (-0.003617,-0.000625)
n: 1098, t: 0.274500, x[n]: (-1.000000,-0.000513), y[n]: (-0.999367,-0.001145), y(t):  (-0.999992,0.002471), diff:  (-0.000626,0.003616)
n: 1099, t: 0.274750, x[n]:  (-0.000526,1.000000), y[n]:  (-0.001158,0.999366), y(t):   (0.002458,0.999992), diff:   (0.003616,0.000626)
n: 1100, t: 0.275000, x[n]:   (1.000000,0.000540), y[n]:   (0.999366,0.001172), y(t):  (0.999993,-0.002445), diff:  (0.000626,-0.003616)
n: 1101, t: 0.275250, x[n]:  (0.000553,-1.000000), y[n]:  (0.001185,-0.999366), y(t): (-0.002431,-0.999993), diff: (-0.003616,-0.000626)
n: 1102, t: 0.275500, x[n]: (-1.000000,-0.000078), y[n]: (-0.999366,-0.000710), y(t):  (-0.999991,0.002906), diff:  (-0.000625,0.003617)
n: 1103, t: 0.275750, x[n]:  (-0.000580,1.000000), y[n]:  (-0.001212,0.999366), y(t):   (0.002404,0.999993), diff:   (0.003616,0.000626)
n: 1104, t: 0.276000, x[n]:   (1.000000,0.000593), y[n]:   (0.999366,0.001225), y(t):  (0.999993,-0.002391), diff:  (0.000627,-0.003616)
n: 1105, t: 0.276250, x[n]:  (0.000118,-1.000000), y[n]:  (0.000750,-0.999366), y(t): (-0.002866,-0.999991), diff: (-0.003617,-0.000625)
n: 1106, t: 0.276500, x[n]: (-1.000000,-0.000620), y[n]: (-0.999366,-0.001252), y(t):  (-0.999993,0.002364), diff:  (-0.000626,0.003616)
n: 1107, t: 0.276750, x[n]:  (-0.000145,1.000000), y[n]:  (-0.000777,0.999366), y(t):   (0.002839,0.999991), diff:   (0.003616,0.000625)
n: 1108, t: 0.277000, x[n]:   (1.000000,0.000158), y[n]:   (0.999367,0.000791), y(t):  (0.999992,-0.002826), diff:  (0.000625,-0.003616)
n: 1109, t: 0.277250, x[n]:  (0.000660,-1.000000), y[n]:  (0.001292,-0.999366), y(t): (-0.002324,-0.999993), diff: (-0.003616,-0.000626)
n: 1110, t: 0.277500, x[n]: (-1.000000,-0.000185), y[n]: (-0.999366,-0.000817), y(t):  (-0.999992,0.002799), diff:  (-0.000625,0.003616)
n: 1111, t: 0.277750, x[n]:  (-0.000687,1.000000), y[n]:  (-0.001319,0.999366), y(t):   (0.002298,0.999993), diff:   (0.003616,0.000627)
n: 1112, t: 0.278000, x[n]:   (1.000000,0.000700), y[n]:   (0.999366,0.001332), y(t):  (0.999993,-0.002284), diff:  (0.000627,-0.003616)
n: 1113, t: 0.278250, x[n]:  (0.000225,-1.000000), y[n]:  (0.000857,-0.999366), y(t): (-0.002759,-0.999992), diff: (-0.003616,-0.000625)
n: 1114, t: 0.278500, x[n]: (-1.000000,-0.000727), y[n]: (-0.999366,-0.001359), y(t):  (-0.999993,0.002258), diff:  (-0.000627,0.003616)
n: 1115, t: 0.278750, x[n]:  (-0.000252,1.000000), y[n]:  (-0.000884,0.999366), y(t):   (0.002732,0.999992), diff:   (0.003616,0.000626)
n: 1116, t: 0.279000, x[n]:   (1.000000,0.000265), y[n]:   (0.999367,0.000897), y(t):  (0.999992,-0.002719), diff:  (0.000625,-0.003616)
n: 1117, t: 0.279250, x[n]:  (0.000767,-1.000000), y[n]:  (0.001399,-0.999366), y(t): (-0.002217,-0.999993), diff: (-0.003616,-0.000627)
n: 1118, t: 0.279500, x[n]: (-1.000000,-0.000292), y[n]: (-0.999366,-0.000924), y(t):  (-0.999992,0.002692), diff:  (-0.000626,0.003616)
n: 1119, t: 0.279750, x[n]:  (-0.000793,1.000000), y[n]:  (-0.001425,0.999366), y(t):   (0.002191,0.999993), diff:   (0.003616,0.000627)
n: 1120, t: 0.280000, x[n]:   (1.000000,0.000319), y[n]:   (0.999366,0.000951), y(t):  (0.999992,-0.002666), diff:  (0.000626,-0.003616)
n: 1121, t: 0.280250, x[n]:  (0.000332,-1.000000), y[n]:  (0.000964,-0.999366), y(t): (-0.002652,-0.999992), diff: (-0.003616,-0.000626)
n: 1122, t: 0.280500, x[n]: (-1.000000,-0.000834), y[n]: (-0.999366,-0.001465), y(t):  (-0.999993,0.002151), diff:  (-0.000627,0.003616)
n: 1123, t: 0.280750, x[n]:  (-0.000359,1.000000), y[n]:  (-0.000991,0.999366), y(t):   (0.002626,0.999992), diff:   (0.003616,0.000626)
n: 1124, t: 0.281000, x[n]:   (1.000000,0.000372), y[n]:   (0.999366,0.001004), y(t):  (0.999992,-0.002612), diff:  (0.000626,-0.003616)
n: 1125, t: 0.281250, x[n]:  (0.000385,-1.000000), y[n]:  (0.001018,-0.999366), y(t): (-0.002599,-0.999992), diff: (-0.003616,-0.000626)
n: 1126, t: 0.281500, x[n]: (-1.000000,-0.000399), y[n]: (-0.999366,-0.001031), y(t):  (-0.999992,0.002585), diff:  (-0.000626,0.003616)
n: 1127, t: 0.281750, x[n]:  (-0.000412,1.000000), y[n]:  (-0.001044,0.999366), y(t):   (0.002572,0.999992), diff:   (0.003616,0.000626)
n: 1128, t: 0.282000, x[n]:   (1.000000,0.000425), y[n]:   (0.999366,0.001058), y(t):  (0.999992,-0.002559), diff:  (0.000626,-0.003616)
n: 1129, t: 0.282250, x[n]:  (0.000439,-1.000000), y[n]:  (0.001071,-0.999366), y(t): (-0.002545,-0.999992), diff: (-0.003616,-0.000626)
n: 1130, t: 0.282500, x[n]:  (-1.000000,0.000036), y[n]: (-0.999366,-0.000596), y(t):  (-0.999991,0.003020), diff:  (-0.000624,0.003617)
n: 1131, t: 0.282750, x[n]:  (-0.000466,1.000000), y[n]:  (-0.001098,0.999367), y(t):   (0.002519,0.999992), diff:   (0.003616,0.000626)
n: 1132, t: 0.283000, x[n]:   (1.000000,0.000479), y[n]:   (0.999366,0.001111), y(t):  (0.999992,-0.002505), diff:  (0.000626,-0.003616)
n: 1133, t: 0.283250, x[n]:  (0.000492,-1.000000), y[n]:  (0.001124,-0.999366), y(t): (-0.002492,-0.999992), diff: (-0.003616,-0.000626)
n: 1134, t: 0.283500, x[n]: (-1.000000,-0.000506), y[n]: (-0.999366,-0.001138), y(t):  (-0.999992,0.002479), diff:  (-0.000626,0.003616)
n: 1135, t: 0.283750, x[n]:  (-0.000519,1.000000), y[n]:  (-0.001151,0.999366), y(t):   (0.002465,0.999992), diff:   (0.003616,0.000626)
n: 1136, t: 0.284000, x[n]:   (1.000000,0.000532), y[n]:   (0.999366,0.001164), y(t):  (0.999993,-0.002452), diff:  (0.000626,-0.003616)
n: 1137, t: 0.284250, x[n]:  (0.000546,-1.000000), y[n]:  (0.001178,-0.999366), y(t): (-0.002438,-0.999993), diff: (-0.003616,-0.000626)
n: 1138, t: 0.284500, x[n]: (-1.000000,-0.000071), y[n]: (-0.999366,-0.000703), y(t):  (-0.999991,0.002913), diff:  (-0.000625,0.003617)
n: 1139, t: 0.284750, x[n]:  (-0.000572,1.000000), y[n]:  (-0.001205,0.999367), y(t):   (0.002412,0.999993), diff:   (0.003616,0.000626)
n: 1140, t: 0.285000, x[n]:   (1.000000,0.000586), y[n]:   (0.999366,0.001218), y(t):  (0.999993,-0.002398), diff:  (0.000626,-0.003616)
n: 1141, t: 0.285250, x[n]:  (0.000599,-1.000000), y[n]:  (0.001231,-0.999366), y(t): (-0.002385,-0.999993), diff: (-0.003616,-0.000627)
n: 1142, t: 0.285500, x[n]: (-1.000000,-0.000613), y[n]: (-0.999366,-0.001245), y(t):  (-0.999993,0.002372), diff:  (-0.000627,0.003616)
n: 1143, t: 0.285750, x[n]:  (-0.000138,1.000000), y[n]:  (-0.000770,0.999366), y(t):   (0.002847,0.999991), diff:   (0.003616,0.000625)
n: 1144, t: 0.286000, x[n]:   (1.000000,0.000639), y[n]:   (0.999366,0.001271), y(t):  (0.999993,-0.002345), diff:  (0.000626,-0.003616)
n: 1145, t: 0.286250, x[n]:  (0.000653,-1.000000), y[n]:  (0.001285,-0.999366), y(t): (-0.002332,-0.999993), diff: (-0.003616,-0.000627)
n: 1146, t: 0.286500, x[n]: (-1.000000,-0.000178), y[n]: (-0.999366,-0.000810), y(t):  (-0.999992,0.002806), diff:  (-0.000625,0.003616)
n: 1147, t: 0.286750, x[n]:  (-0.000679,1.000000), y[n]:  (-0.001311,0.999366), y(t):   (0.002305,0.999993), diff:   (0.003616,0.000627)
n: 1148, t: 0.287000, x[n]:   (1.000000,0.000204), y[n]:   (0.999366,0.000837), y(t):  (0.999992,-0.002780), diff:  (0.000625,-0.003616)
n: 1149, t: 0.287250, x[n]:  (0.000218,-1.000000), y[n]:  (0.000850,-0.999367), y(t): (-0.002766,-0.999992), diff: (-0.003616,-0.000625)
n: 1150, t: 0.287500, x[n]: (-1.000000,-0.000719), y[n]: (-0.999366,-0.001351), y(t):  (-0.999993,0.002265), diff:  (-0.000627,0.003616)
n: 1151, t: 0.287750, x[n]:  (-0.000245,1.000000), y[n]:  (-0.000877,0.999366), y(t):   (0.002740,0.999992), diff:   (0.003616,0.000625)
n: 1152, t: 0.288000, x[n]:   (1.000000,0.000746), y[n]:   (0.999366,0.001378), y(t):  (0.999993,-0.002238), diff:  (0.000627,-0.003616)
n: 1153, t: 0.288250, x[n]:  (0.000271,-1.000000), y[n]:  (0.000904,-0.999366), y(t): (-0.002713,-0.999992), diff: (-0.003616,-0.000626)
n: 1154, t: 0.288500, x[n]: (-1.000000,-0.000285), y[n]: (-0.999366,-0.000917), y(t):  (-0.999992,0.002700), diff:  (-0.000625,0.003616)
n: 1155, t: 0.288750, x[n]:  (-0.000786,1.000000), y[n]:  (-0.001418,0.999366), y(t):   (0.002198,0.999993), diff:   (0.003616,0.000627)
n: 1156, t: 0.289000, x[n]:   (1.000000,0.000311), y[n]:   (0.999366,0.000944), y(t):  (0.999992,-0.002673), diff:  (0.000626,-0.003616)
n: 1157, t: 0.289250, x[n]:  (0.000325,-1.000000), y[n]:  (0.000957,-0.999366), y(t): (-0.002659,-0.999992), diff: (-0.003616,-0.000625)
n: 1158, t: 0.289500, x[n]: (-1.000000,-0.000826), y[n]: (-0.999366,-0.001458), y(t):  (-0.999993,0.002158), diff:  (-0.000627,0.003616)
n: 1159, t: 0.289750, x[n]:  (-0.000351,1.000000), y[n]:  (-0.000984,0.999366), y(t):   (0.002633,0.999992), diff:   (0.003616,0.000626)
n: 1160, t: 0.290000, x[n]:   (1.000000,0.000853), y[n]:   (0.999366,0.001485), y(t):  (0.999993,-0.002131), diff:  (0.000627,-0.003616)
n: 1161, t: 0.290250, x[n]:  (0.000378,-1.000000), y[n]:  (0.001010,-0.999366), y(t): (-0.002606,-0.999992), diff: (-0.003616,-0.000626)
n: 1162, t: 0.290500, x[n]: (-1.000000,-0.000392), y[n]: (-0.999366,-0.001024), y(t):  (-0.999992,0.002593), diff:  (-0.000626,0.003616)
n: 1163, t: 0.290750, x[n]:  (-0.000893,1.000000), y[n]:  (-0.001525,0.999366), y(t):   (0.002091,0.999993), diff:   (0.003616,0.000627)
n: 1164, t: 0.291000, x[n]:   (1.000000,0.000418), y[n]:   (0.999366,0.001050), y(t):  (0.999992,-0.002566), diff:  (0.000626,-0.003616)
n: 1165, t: 0.291250, x[n]:  (0.000432,-1.000000), y[n]:  (0.001064,-0.999366), y(t): (-0.002553,-0.999992), diff: (-0.003616,-0.000626)
n: 1166, t: 0.291500, x[n]: (-1.000000,-0.000445), y[n]: (-0.999366,-0.001077), y(t):  (-0.999992,0.002539), diff:  (-0.000626,0.003616)
n: 1167, t: 0.291750, x[n]:  (-0.000458,1.000000), y[n]:  (-0.001090,0.999366), y(t):   (0.002526,0.999992), diff:   (0.003616,0.000626)
n: 1168, t: 0.292000, x[n]:   (1.000000,0.000472), y[n]:   (0.999366,0.001104), y(t):  (0.999992,-0.002512), diff:  (0.000626,-0.003616)
n: 1169, t: 0.292250, x[n]:  (0.000485,-1.000000), y[n]:  (0.001117,-0.999366), y(t): (-0.002499,-0.999992), diff: (-0.003616,-0.000626)
n: 1170, t: 0.292500, x[n]: (-1.000000,-0.000498), y[n]: (-0.999366,-0.001131), y(t):  (-0.999992,0.002486), diff:  (-0.000626,0.003616)
n: 1171, t: 0.292750, x[n]:  (-0.000024,1.000000), y[n]:  (-0.000656,0.999366), y(t):   (0.002961,0.999991), diff:   (0.003617,0.000625)
n: 1172, t: 0.293000, x[n]:   (1.000000,0.000525), y[n]:   (0.999367,0.001157), y(t):  (0.999992,-0.002459), diff:  (0.000626,-0.003616)
n: 1173, t: 0.293250, x[n]:  (0.000539,-1.000000), y[n]:  (0.001171,-0.999366), y(t): (-0.002446,-0.999993), diff: (-0.003616,-0.000626)
n: 1174, t: 0.293500, x[n]: (-1.000000,-0.000552), y[n]: (-0.999366,-0.001184), y(t):  (-0.999993,0.002432), diff:  (-0.000626,0.003616)
n: 1175, t: 0.293750, x[n]:  (-0.000565,1.000000), y[n]:  (-0.001197,0.999366), y(t):   (0.002419,0.999993), diff:   (0.003616,0.000626)
n: 1176, t: 0.294000, x[n]:   (1.000000,0.000090), y[n]:   (0.999366,0.000723), y(t):  (0.999991,-0.002894), diff:  (0.000625,-0.003617)
n: 1177, t: 0.294250, x[n]:  (0.000592,-1.000000), y[n]:  (0.001224,-0.999366), y(t): (-0.002392,-0.999993), diff: (-0.003616,-0.000626)
n: 1178, t: 0.294500, x[n]: (-1.000000,-0.000605), y[n]: (-0.999366,-0.001237), y(t):  (-0.999993,0.002379), diff:  (-0.000627,0.003616)
n: 1179, t: 0.294750, x[n]:  (-0.000130,1.000000), y[n]:  (-0.000763,0.999366), y(t):   (0.002854,0.999991), diff:   (0.003617,0.000625)
n: 1180, t: 0.295000, x[n]:   (1.000000,0.000632), y[n]:   (0.999366,0.001264), y(t):  (0.999993,-0.002352), diff:  (0.000626,-0.003616)
n: 1181, t: 0.295250, x[n]:  (0.000645,-1.000000), y[n]:  (0.001277,-0.999366), y(t): (-0.002339,-0.999993), diff: (-0.003616,-0.000627)
n: 1182, t: 0.295500, x[n]: (-1.000000,-0.000170), y[n]: (-0.999366,-0.000803), y(t):  (-0.999992,0.002814), diff:  (-0.000625,0.003616)
n: 1183, t: 0.295750, x[n]:  (-0.000672,1.000000), y[n]:  (-0.001304,0.999366), y(t):   (0.002312,0.999993), diff:   (0.003616,0.000627)
n: 1184, t: 0.296000, x[n]:   (1.000000,0.000197), y[n]:   (0.999366,0.000830), y(t):  (0.999992,-0.002787), diff:  (0.000625,-0.003616)
n: 1185, t: 0.296250, x[n]:  (0.000699,-1.000000), y[n]:  (0.001331,-0.999366), y(t): (-0.002285,-0.999993), diff: (-0.003616,-0.000627)
n: 1186, t: 0.296500, x[n]: (-1.000000,-0.000712), y[n]: (-0.999366,-0.001344), y(t):  (-0.999993,0.002272), diff:  (-0.000627,0.003616)
n: 1187, t: 0.296750, x[n]:  (-0.000237,1.000000), y[n]:  (-0.000870,0.999366), y(t):   (0.002747,0.999992), diff:   (0.003616,0.000625)
n: 1188, t: 0.297000, x[n]:   (1.000000,0.000739), y[n]:   (0.999366,0.001371), y(t):  (0.999993,-0.002245), diff:  (0.000627,-0.003616)
n: 1189, t: 0.297250, x[n]:  (0.000264,-1.000000), y[n]:  (0.000896,-0.999366), y(t): (-0.002720,-0.999992), diff: (-0.003616,-0.000626)
n: 1190, t: 0.297500, x[n]: (-1.000000,-0.000277), y[n]: (-0.999366,-0.000910), y(t):  (-0.999992,0.002707), diff:  (-0.000625,0.003616)
n: 1191, t: 0.297750, x[n]:  (-0.000779,1.000000), y[n]:  (-0.001411,0.999366), y(t):   (0.002205,0.999993), diff:   (0.003616,0.000627)
n: 1192, t: 0.298000, x[n]:   (1.000000,0.000304), y[n]:   (0.999366,0.000936), y(t):  (0.999992,-0.002680), diff:  (0.000626,-0.003616)
n: 1193, t: 0.298250, x[n]:  (0.000806,-1.000000), y[n]:  (0.001438,-0.999366), y(t): (-0.002178,-0.999993), diff: (-0.003616,-0.000627)
n: 1194, t: 0.298500, x[n]: (-1.000000,-0.000331), y[n]: (-0.999366,-0.000963), y(t):  (-0.999992,0.002653), diff:  (-0.000626,0.003616)
n: 1195, t: 0.298750, x[n]:  (-0.000344,1.000000), y[n]:  (-0.000976,0.999366), y(t):   (0.002640,0.999992), diff:   (0.003616,0.000626)
n: 1196, t: 0.299000, x[n]:   (1.000000,0.000846), y[n]:   (0.999366,0.001478), y(t):  (0.999993,-0.002138), diff:  (0.000627,-0.003616)
n: 1197, t: 0.299250, x[n]:  (0.000371,-1.000000), y[n]:  (0.001003,-0.999366), y(t): (-0.002613,-0.999992), diff: (-0.003616,-0.000626)
n: 1198, t: 0.299500, x[n]: (-1.000000,-0.000384), y[n]: (-0.999366,-0.001017), y(t):  (-0.999992,0.002600), diff:  (-0.000626,0.003616)
n: 1199, t: 0.299750, x[n]:  (-0.000398,1.000000), y[n]:  (-0.001030,0.999366), y(t):   (0.002586,0.999992), diff:   (0.003616,0.000626)
n: 1200, t: 0.300000, x[n]:   (1.000000,0.000411), y[n]:   (0.999366,0.001043), y(t):  (0.999992,-0.002573), diff:  (0.000626,-0.003616)
