Iteration n, Sampletime t (sec), Signal x[n] (real, img), Output y[n] (real, img), Actual_Output y(t) (real, img), Difference y(t)-y[n] (real, img)

Square Error : 0.053875
n: 1822, t: 0.455500, x[n]: (-1.000000,-0.000911), y[n]: (-0.999366,-0.001542), y(t):  (-0.999993,0.002074), diff:  (-0.000627,0.003616)
n: 1823, t: 0.455750, x[n]:  (-0.000436,1.000000), y[n]:  (-0.001068,0.999366), y(t):   (0.002548,0.999992), diff:   (0.003616,0.000626)
n: 1824, t: 0.456000, x[n]:   (1.000000,0.000937), y[n]:   (0.999366,0.001569), y(t):  (0.999993,-0.002047), diff:  (0.000627,-0.003616)
n: 1825, t: 0.456250, x[n]:  (0.000462,-1.000000), y[n]:  (0.001095,-0.999366), y(t): (-0.002522,-0.999992), diff: (-0.003616,-0.000626)
n: 1826, t: 0.456500, x[n]: (-1.000000,-0.000964), y[n]: (-0.999366,-0.001596), y(t):  (-0.999993,0.002020), diff:  (-0.000628,0.003616)
n: 1827, t: 0.456750, x[n]:  (-0.001466,0.999999), y[n]:  (-0.002097,0.999365), y(t):   (0.001518,0.999994), diff:   (0.003616,0.000629)
n: 1828, t: 0.457000, x[n]:   (1.000000,0.000991), y[n]:   (0.999365,0.001623), y(t):  (0.999994,-0.001993), diff:  (0.000628,-0.003616)
n: 1829, t: 0.457250, x[n]:  (0.000516,-1.000000), y[n]:  (0.001148,-0.999366), y(t): (-0.002468,-0.999992), diff: (-0.003616,-0.000627)
n: 1830, t: 0.457500, x[n]: (-0.999999,-0.001017), y[n]: (-0.999366,-0.001649), y(t):  (-0.999994,0.001967), diff:  (-0.000628,0.003616)
n: 1831, t: 0.457750, x[n]:  (-0.000543,1.000000), y[n]:  (-0.001175,0.999366), y(t):   (0.002442,0.999993), diff:   (0.003616,0.000627)
n: 1832, t: 0.458000, x[n]:   (0.999999,0.001044), y[n]:   (0.999366,0.001676), y(t):  (0.999994,-0.001940), diff:  (0.000628,-0.003616)
n: 1833, t: 0.458250, x[n]:  (0.000569,-1.000000), y[n]:  (0.001201,-0.999366), y(t): (-0.002415,-0.999993), diff: (-0.003616,-0.000627)
n: 1834, t: 0.458500, x[n]: (-0.999999,-0.001071), y[n]: (-0.999366,-0.001703), y(t):  (-0.999994,0.001913), diff:  (-0.000628,0.003616)
n: 1835, t: 0.458750, x[n]:  (-0.000596,1.000000), y[n]:  (-0.001228,0.999366), y(t):   (0.002388,0.999993), diff:   (0.003616,0.000627)
n: 1836, t: 0.459000, x[n]:   (0.999999,0.001098), y[n]:   (0.999366,0.001729), y(t):  (0.999994,-0.001886), diff:  (0.000628,-0.003616)
n: 1837, t: 0.459250, x[n]:  (0.000623,-1.000000), y[n]:  (0.001255,-0.999366), y(t): (-0.002361,-0.999993), diff: (-0.003616,-0.000627)
n: 1838, t: 0.459500, x[n]: (-1.000000,-0.000148), y[n]: (-0.999366,-0.000780), y(t):  (-0.999991,0.002836), diff:  (-0.000625,0.003616)
n: 1839, t: 0.459750, x[n]:  (-0.000649,1.000000), y[n]:  (-0.001281,0.999366), y(t):   (0.002335,0.999993), diff:   (0.003616,0.000626)
n: 1840, t: 0.460000, x[n]:   (1.000000,0.000175), y[n]:   (0.999366,0.000807), y(t):  (0.999992,-0.002810), diff:  (0.000625,-0.003616)
n: 1841, t: 0.460250, x[n]:  (0.000676,-1.000000), y[n]:  (0.001308,-0.999366), y(t): (-0.002308,-0.999993), diff: (-0.003616,-0.000627)
n: 1842, t: 0.460500, x[n]: (-0.999999,-0.001178), y[n]: (-0.999366,-0.001810), y(t):  (-0.999994,0.001806), diff:  (-0.000628,0.003616)
n: 1843, t: 0.460750, x[n]:  (-0.000703,1.000000), y[n]:  (-0.001335,0.999366), y(t):   (0.002281,0.999993), diff:   (0.003616,0.000627)
n: 1844, t: 0.461000, x[n]:   (0.999999,0.001205), y[n]:   (0.999366,0.001836), y(t):  (0.999994,-0.001780), diff:  (0.000628,-0.003616)
n: 1845, t: 0.461250, x[n]:  (0.000730,-1.000000), y[n]:  (0.001362,-0.999366), y(t): (-0.002255,-0.999993), diff: (-0.003616,-0.000627)
n: 1846, t: 0.461500, x[n]: (-1.000000,-0.000255), y[n]: (-0.999366,-0.000887), y(t):  (-0.999992,0.002729), diff:  (-0.000626,0.003616)
n: 1847, t: 0.461750, x[n]:  (-0.000756,1.000000), y[n]:  (-0.001388,0.999366), y(t):   (0.002228,0.999993), diff:   (0.003616,0.000627)
n: 1848, t: 0.462000, x[n]:   (1.000000,0.000281), y[n]:   (0.999366,0.000914), y(t):  (0.999992,-0.002703), diff:  (0.000626,-0.003616)
n: 1849, t: 0.462250, x[n]:  (0.000783,-1.000000), y[n]:  (0.001415,-0.999366), y(t): (-0.002201,-0.999993), diff: (-0.003616,-0.000627)
n: 1850, t: 0.462500, x[n]: (-0.999999,-0.001285), y[n]: (-0.999365,-0.001916), y(t):  (-0.999994,0.001699), diff:  (-0.000629,0.003616)
n: 1851, t: 0.462750, x[n]:  (-0.000810,1.000000), y[n]:  (-0.001442,0.999366), y(t):   (0.002174,0.999993), diff:   (0.003616,0.000628)
n: 1852, t: 0.463000, x[n]:   (0.999999,0.001311), y[n]:   (0.999365,0.001943), y(t):  (0.999994,-0.001673), diff:  (0.000629,-0.003616)
n: 1853, t: 0.463250, x[n]:  (0.000837,-1.000000), y[n]:  (0.001468,-0.999366), y(t): (-0.002148,-0.999993), diff: (-0.003616,-0.000628)
n: 1854, t: 0.463500, x[n]: (-1.000000,-0.000362), y[n]: (-0.999366,-0.000994), y(t):  (-0.999992,0.002623), diff:  (-0.000626,0.003616)
n: 1855, t: 0.463750, x[n]:  (-0.000863,1.000000), y[n]:  (-0.001495,0.999366), y(t):   (0.002121,0.999993), diff:   (0.003616,0.000627)
n: 1856, t: 0.464000, x[n]:   (1.000000,0.000388), y[n]:   (0.999366,0.001021), y(t):  (0.999992,-0.002596), diff:  (0.000626,-0.003616)
n: 1857, t: 0.464250, x[n]:  (0.000890,-1.000000), y[n]:  (0.001522,-0.999366), y(t): (-0.002094,-0.999993), diff: (-0.003616,-0.000627)
n: 1858, t: 0.464500, x[n]: (-1.000000,-0.000415), y[n]: (-0.999366,-0.001047), y(t):  (-0.999992,0.002569), diff:  (-0.000626,0.003616)
n: 1859, t: 0.464750, x[n]:  (-0.000917,1.000000), y[n]:  (-0.001549,0.999366), y(t):   (0.002067,0.999993), diff:   (0.003616,0.000627)
n: 1860, t: 0.465000, x[n]:   (0.999999,0.001418), y[n]:   (0.999365,0.002050), y(t):  (0.999994,-0.001566), diff:  (0.000629,-0.003616)
n: 1861, t: 0.465250, x[n]:  (0.000943,-1.000000), y[n]:  (0.001575,-0.999365), y(t): (-0.002041,-0.999993), diff: (-0.003616,-0.000628)
n: 1862, t: 0.465500, x[n]: (-1.000000,-0.000469), y[n]: (-0.999366,-0.001101), y(t):  (-0.999992,0.002516), diff:  (-0.000626,0.003616)
n: 1863, t: 0.465750, x[n]:  (-0.000970,1.000000), y[n]:  (-0.001602,0.999366), y(t):   (0.002014,0.999994), diff:   (0.003616,0.000628)
n: 1864, t: 0.466000, x[n]:   (1.000000,0.000495), y[n]:   (0.999366,0.001127), y(t):  (0.999992,-0.002489), diff:  (0.000626,-0.003616)
n: 1865, t: 0.466250, x[n]:  (0.000997,-1.000000), y[n]:  (0.001629,-0.999366), y(t): (-0.001987,-0.999994), diff: (-0.003616,-0.000628)
n: 1866, t: 0.466500, x[n]: (-1.000000,-0.000522), y[n]: (-0.999366,-0.001154), y(t):  (-0.999992,0.002462), diff:  (-0.000627,0.003616)
n: 1867, t: 0.466750, x[n]:  (-0.001024,0.999999), y[n]:  (-0.001655,0.999366), y(t):   (0.001961,0.999994), diff:   (0.003616,0.000628)
n: 1868, t: 0.467000, x[n]:   (1.000000,0.000549), y[n]:   (0.999366,0.001181), y(t):  (0.999992,-0.002435), diff:  (0.000627,-0.003616)
n: 1869, t: 0.467250, x[n]:  (0.001050,-0.999999), y[n]:  (0.001682,-0.999366), y(t): (-0.001934,-0.999994), diff: (-0.003616,-0.000628)
n: 1870, t: 0.467500, x[n]: (-1.000000,-0.000575), y[n]: (-0.999366,-0.001208), y(t):  (-0.999993,0.002409), diff:  (-0.000627,0.003616)
n: 1871, t: 0.467750, x[n]:  (-0.000101,1.000000), y[n]:  (-0.000733,0.999366), y(t):   (0.002884,0.999991), diff:   (0.003617,0.000625)
n: 1872, t: 0.468000, x[n]:   (1.000000,0.000602), y[n]:   (0.999366,0.001234), y(t):  (0.999993,-0.002382), diff:  (0.000626,-0.003616)
n: 1873, t: 0.468250, x[n]:  (0.001104,-0.999999), y[n]:  (0.001736,-0.999366), y(t): (-0.001880,-0.999994), diff: (-0.003616,-0.000628)
n: 1874, t: 0.468500, x[n]: (-1.000000,-0.000629), y[n]: (-0.999366,-0.001261), y(t):  (-0.999993,0.002355), diff:  (-0.000627,0.003616)
n: 1875, t: 0.468750, x[n]:  (-0.001131,0.999999), y[n]:  (-0.001762,0.999366), y(t):   (0.001854,0.999994), diff:   (0.003616,0.000628)
n: 1876, t: 0.469000, x[n]:   (1.000000,0.000656), y[n]:   (0.999366,0.001288), y(t):  (0.999993,-0.002329), diff:  (0.000627,-0.003616)
n: 1877, t: 0.469250, x[n]:  (0.001157,-0.999999), y[n]:  (0.001789,-0.999366), y(t): (-0.001827,-0.999994), diff: (-0.003616,-0.000628)
n: 1878, t: 0.469500, x[n]: (-1.000000,-0.000682), y[n]: (-0.999366,-0.001314), y(t):  (-0.999993,0.002302), diff:  (-0.000627,0.003616)
n: 1879, t: 0.469750, x[n]:  (-0.000207,1.000000), y[n]:  (-0.000840,0.999366), y(t):   (0.002777,0.999992), diff:   (0.003616,0.000625)
n: 1880, t: 0.470000, x[n]:   (1.000000,0.000709), y[n]:   (0.999366,0.001341), y(t):  (0.999993,-0.002275), diff:  (0.000627,-0.003616)
n: 1881, t: 0.470250, x[n]:  (0.000234,-1.000000), y[n]:  (0.000866,-0.999366), y(t): (-0.002750,-0.999992), diff: (-0.003616,-0.000625)
n: 1882, t: 0.470500, x[n]: (-1.000000,-0.000736), y[n]: (-0.999366,-0.001368), y(t):  (-0.999993,0.002248), diff:  (-0.000627,0.003616)
n: 1883, t: 0.470750, x[n]:  (-0.001237,0.999999), y[n]:  (-0.001869,0.999365), y(t):   (0.001747,0.999994), diff:   (0.003616,0.000629)
n: 1884, t: 0.471000, x[n]:   (1.000000,0.000763), y[n]:   (0.999366,0.001394), y(t):  (0.999993,-0.002222), diff:  (0.000627,-0.003616)
n: 1885, t: 0.471250, x[n]:  (0.001264,-0.999999), y[n]:  (0.001896,-0.999365), y(t): (-0.001720,-0.999994), diff: (-0.003616,-0.000629)
n: 1886, t: 0.471500, x[n]: (-1.000000,-0.000789), y[n]: (-0.999366,-0.001421), y(t):  (-0.999993,0.002195), diff:  (-0.000628,0.003616)
n: 1887, t: 0.471750, x[n]:  (-0.000314,1.000000), y[n]:  (-0.000947,0.999366), y(t):   (0.002670,0.999992), diff:   (0.003616,0.000626)
n: 1888, t: 0.472000, x[n]:   (1.000000,0.000816), y[n]:   (0.999366,0.001448), y(t):  (0.999993,-0.002168), diff:  (0.000627,-0.003616)
n: 1889, t: 0.472250, x[n]:  (0.000341,-1.000000), y[n]:  (0.000973,-0.999366), y(t): (-0.002643,-0.999992), diff: (-0.003616,-0.000626)
n: 1890, t: 0.472500, x[n]: (-1.000000,-0.000843), y[n]: (-0.999366,-0.001475), y(t):  (-0.999993,0.002141), diff:  (-0.000627,0.003616)
n: 1891, t: 0.472750, x[n]:  (-0.000368,1.000000), y[n]:  (-0.001000,0.999366), y(t):   (0.002616,0.999992), diff:   (0.003616,0.000626)
n: 1892, t: 0.473000, x[n]:   (1.000000,0.000869), y[n]:   (0.999366,0.001501), y(t):  (0.999993,-0.002115), diff:  (0.000627,-0.003616)
n: 1893, t: 0.473250, x[n]:  (0.001371,-0.999999), y[n]:  (0.002003,-0.999365), y(t): (-0.001613,-0.999994), diff: (-0.003616,-0.000629)
n: 1894, t: 0.473500, x[n]: (-1.000000,-0.000896), y[n]: (-0.999365,-0.001528), y(t):  (-0.999993,0.002088), diff:  (-0.000628,0.003616)
n: 1895, t: 0.473750, x[n]:  (-0.000421,1.000000), y[n]:  (-0.001053,0.999366), y(t):   (0.002563,0.999992), diff:   (0.003616,0.000626)
n: 1896, t: 0.474000, x[n]:   (1.000000,0.000923), y[n]:   (0.999366,0.001555), y(t):  (0.999993,-0.002061), diff:  (0.000627,-0.003616)
n: 1897, t: 0.474250, x[n]:  (0.000448,-1.000000), y[n]:  (0.001080,-0.999366), y(t): (-0.002536,-0.999992), diff: (-0.003616,-0.000626)
n: 1898, t: 0.474500, x[n]: (-1.000000,-0.000950), y[n]: (-0.999366,-0.001581), y(t):  (-0.999993,0.002035), diff:  (-0.000627,0.003616)
n: 1899, t: 0.474750, x[n]:  (-0.000475,1.000000), y[n]:  (-0.001107,0.999366), y(t):   (0.002509,0.999992), diff:   (0.003616,0.000626)
n: 1900, t: 0.475000, x[n]:   (1.000000,0.000976), y[n]:   (0.999366,0.001608), y(t):  (0.999994,-0.002008), diff:  (0.000628,-0.003616)
n: 1901, t: 0.475250, x[n]:  (0.001478,-0.999999), y[n]:  (0.002109,-0.999365), y(t): (-0.001506,-0.999994), diff: (-0.003616,-0.000629)
n: 1902, t: 0.475500, x[n]: (-1.000000,-0.001003), y[n]: (-0.999365,-0.001635), y(t):  (-0.999994,0.001981), diff:  (-0.000628,0.003616)
n: 1903, t: 0.475750, x[n]:  (-0.000528,1.000000), y[n]:  (-0.001160,0.999366), y(t):   (0.002456,0.999992), diff:   (0.003616,0.000627)
n: 1904, t: 0.476000, x[n]:   (0.999999,0.001030), y[n]:   (0.999366,0.001662), y(t):  (0.999994,-0.001954), diff:  (0.000628,-0.003616)
n: 1905, t: 0.476250, x[n]:  (0.000555,-1.000000), y[n]:  (0.001187,-0.999366), y(t): (-0.002429,-0.999993), diff: (-0.003616,-0.000627)
n: 1906, t: 0.476500, x[n]: (-0.999999,-0.001057), y[n]: (-0.999366,-0.001688), y(t):  (-0.999994,0.001928), diff:  (-0.000628,0.003616)
n: 1907, t: 0.476750, x[n]:  (-0.000582,1.000000), y[n]:  (-0.001214,0.999366), y(t):   (0.002403,0.999993), diff:   (0.003616,0.000627)
n: 1908, t: 0.477000, x[n]:   (0.999999,0.001083), y[n]:   (0.999366,0.001715), y(t):  (0.999994,-0.001901), diff:  (0.000628,-0.003616)
n: 1909, t: 0.477250, x[n]:  (0.000608,-1.000000), y[n]:  (0.001240,-0.999366), y(t): (-0.002376,-0.999993), diff: (-0.003616,-0.000627)
n: 1910, t: 0.477500, x[n]: (-0.999999,-0.001110), y[n]: (-0.999366,-0.001742), y(t):  (-0.999994,0.001874), diff:  (-0.000628,0.003616)
n: 1911, t: 0.477750, x[n]:  (-0.000635,1.000000), y[n]:  (-0.001267,0.999366), y(t):   (0.002349,0.999993), diff:   (0.003616,0.000627)
n: 1912, t: 0.478000, x[n]:   (1.000000,0.000160), y[n]:   (0.999366,0.000792), y(t):  (0.999992,-0.002824), diff:  (0.000625,-0.003616)
n: 1913, t: 0.478250, x[n]:  (0.000662,-1.000000), y[n]:  (0.001294,-0.999366), y(t): (-0.002322,-0.999993), diff: (-0.003616,-0.000626)
n: 1914, t: 0.478500, x[n]: (-1.000000,-0.000187), y[n]: (-0.999366,-0.000819), y(t):  (-0.999992,0.002797), diff:  (-0.000625,0.003616)
n: 1915, t: 0.478750, x[n]:  (-0.000689,1.000000), y[n]:  (-0.001321,0.999366), y(t):   (0.002296,0.999993), diff:   (0.003616,0.000627)
n: 1916, t: 0.479000, x[n]:   (0.999999,0.001190), y[n]:   (0.999366,0.001822), y(t):  (0.999994,-0.001794), diff:  (0.000628,-0.003616)
n: 1917, t: 0.479250, x[n]:  (0.000715,-1.000000), y[n]:  (0.001347,-0.999366), y(t): (-0.002269,-0.999993), diff: (-0.003616,-0.000627)
n: 1918, t: 0.479500, x[n]: (-0.999999,-0.001217), y[n]: (-0.999366,-0.001849), y(t):  (-0.999994,0.001767), diff:  (-0.000628,0.003616)
n: 1919, t: 0.479750, x[n]:  (-0.000742,1.000000), y[n]:  (-0.001374,0.999366), y(t):   (0.002242,0.999993), diff:   (0.003616,0.000627)
n: 1920, t: 0.480000, x[n]:   (1.000000,0.000267), y[n]:   (0.999366,0.000899), y(t):  (0.999992,-0.002717), diff:  (0.000626,-0.003616)
n: 1921, t: 0.480250, x[n]:  (0.000769,-1.000000), y[n]:  (0.001401,-0.999366), y(t): (-0.002215,-0.999993), diff: (-0.003616,-0.000627)
n: 1922, t: 0.480500, x[n]: (-1.000000,-0.000294), y[n]: (-0.999366,-0.000926), y(t):  (-0.999992,0.002690), diff:  (-0.000626,0.003616)
n: 1923, t: 0.480750, x[n]:  (-0.000795,1.000000), y[n]:  (-0.001427,0.999366), y(t):   (0.002189,0.999993), diff:   (0.003616,0.000627)
n: 1924, t: 0.481000, x[n]:   (0.999999,0.001297), y[n]:   (0.999365,0.001929), y(t):  (0.999994,-0.001687), diff:  (0.000629,-0.003616)
n: 1925, t: 0.481250, x[n]:  (0.000822,-1.000000), y[n]:  (0.001454,-0.999366), y(t): (-0.002162,-0.999993), diff: (-0.003616,-0.000628)
n: 1926, t: 0.481500, x[n]: (-0.999999,-0.001324), y[n]: (-0.999365,-0.001955), y(t):  (-0.999994,0.001660), diff:  (-0.000629,0.003616)
n: 1927, t: 0.481750, x[n]:  (-0.000849,1.000000), y[n]:  (-0.001481,0.999366), y(t):   (0.002135,0.999993), diff:   (0.003616,0.000628)
n: 1928, t: 0.482000, x[n]:   (1.000000,0.000374), y[n]:   (0.999366,0.001006), y(t):  (0.999992,-0.002610), diff:  (0.000626,-0.003616)
n: 1929, t: 0.482250, x[n]:  (0.000876,-1.000000), y[n]:  (0.001507,-0.999366), y(t): (-0.002109,-0.999993), diff: (-0.003616,-0.000627)
n: 1930, t: 0.482500, x[n]: (-1.000000,-0.000401), y[n]: (-0.999366,-0.001033), y(t):  (-0.999992,0.002583), diff:  (-0.000626,0.003616)
n: 1931, t: 0.482750, x[n]:  (-0.000902,1.000000), y[n]:  (-0.001534,0.999366), y(t):   (0.002082,0.999993), diff:   (0.003616,0.000627)
n: 1932, t: 0.483000, x[n]:   (1.000000,0.000427), y[n]:   (0.999366,0.001060), y(t):  (0.999992,-0.002557), diff:  (0.000626,-0.003616)
n: 1933, t: 0.483250, x[n]:  (0.000929,-1.000000), y[n]:  (0.001561,-0.999366), y(t): (-0.002055,-0.999993), diff: (-0.003616,-0.000627)
n: 1934, t: 0.483500, x[n]: (-0.999999,-0.001431), y[n]: (-0.999365,-0.002062), y(t):  (-0.999994,0.001553), diff:  (-0.000629,0.003616)
n: 1935, t: 0.483750, x[n]:  (-0.000956,1.000000), y[n]:  (-0.001588,0.999365), y(t):   (0.002028,0.999993), diff:   (0.003616,0.000628)
n: 1936, t: 0.484000, x[n]:   (1.000000,0.000481), y[n]:   (0.999366,0.001113), y(t):  (0.999992,-0.002503), diff:  (0.000626,-0.003616)
n: 1937, t: 0.484250, x[n]:  (0.000982,-1.000000), y[n]:  (0.001614,-0.999366), y(t): (-0.002002,-0.999994), diff: (-0.003616,-0.000628)
n: 1938, t: 0.484500, x[n]: (-1.000000,-0.000508), y[n]: (-0.999366,-0.001140), y(t):  (-0.999992,0.002477), diff:  (-0.000626,0.003616)
n: 1939, t: 0.484750, x[n]:  (-0.001009,0.999999), y[n]:  (-0.001641,0.999366), y(t):   (0.001975,0.999994), diff:   (0.003616,0.000628)
n: 1940, t: 0.485000, x[n]:   (1.000000,0.000534), y[n]:   (0.999366,0.001166), y(t):  (0.999993,-0.002450), diff:  (0.000627,-0.003616)
n: 1941, t: 0.485250, x[n]:  (0.001036,-0.999999), y[n]:  (0.001668,-0.999366), y(t): (-0.001948,-0.999994), diff: (-0.003616,-0.000628)
n: 1942, t: 0.485500, x[n]: (-0.999999,-0.001538), y[n]: (-0.999365,-0.002169), y(t):  (-0.999994,0.001447), diff:  (-0.000630,0.003616)
n: 1943, t: 0.485750, x[n]:  (-0.001063,0.999999), y[n]:  (-0.001694,0.999365), y(t):   (0.001921,0.999994), diff:   (0.003616,0.000628)
n: 1944, t: 0.486000, x[n]:   (1.000000,0.000588), y[n]:   (0.999366,0.001220), y(t):  (0.999993,-0.002396), diff:  (0.000627,-0.003616)
n: 1945, t: 0.486250, x[n]:  (0.000113,-1.000000), y[n]:  (0.000745,-0.999366), y(t): (-0.002871,-0.999991), diff: (-0.003617,-0.000625)
n: 1946, t: 0.486500, x[n]: (-1.000000,-0.000614), y[n]: (-0.999366,-0.001247), y(t):  (-0.999993,0.002370), diff:  (-0.000626,0.003616)
n: 1947, t: 0.486750, x[n]:  (-0.001116,0.999999), y[n]:  (-0.001748,0.999366), y(t):   (0.001868,0.999994), diff:   (0.003616,0.000628)
n: 1948, t: 0.487000, x[n]:   (1.000000,0.000641), y[n]:   (0.999366,0.001273), y(t):  (0.999993,-0.002343), diff:  (0.000627,-0.003616)
n: 1949, t: 0.487250, x[n]:  (0.001143,-0.999999), y[n]:  (0.001775,-0.999366), y(t): (-0.001841,-0.999994), diff: (-0.003616,-0.000628)
n: 1950, t: 0.487500, x[n]: (-1.000000,-0.000668), y[n]: (-0.999366,-0.001300), y(t):  (-0.999993,0.002316), diff:  (-0.000627,0.003616)
n: 1951, t: 0.487750, x[n]:  (-0.001170,0.999999), y[n]:  (-0.001801,0.999366), y(t):   (0.001815,0.999994), diff:   (0.003616,0.000628)
n: 1952, t: 0.488000, x[n]:   (1.000000,0.000695), y[n]:   (0.999366,0.001327), y(t):  (0.999993,-0.002289), diff:  (0.000627,-0.003616)
n: 1953, t: 0.488250, x[n]:  (0.000220,-1.000000), y[n]:  (0.000852,-0.999366), y(t): (-0.002764,-0.999992), diff: (-0.003616,-0.000625)
n: 1954, t: 0.488500, x[n]: (-1.000000,-0.000721), y[n]: (-0.999366,-0.001353), y(t):  (-0.999993,0.002263), diff:  (-0.000627,0.003616)
n: 1955, t: 0.488750, x[n]:  (-0.000246,1.000000), y[n]:  (-0.000879,0.999366), y(t):   (0.002738,0.999992), diff:   (0.003616,0.000625)
n: 1956, t: 0.489000, x[n]:   (1.000000,0.000748), y[n]:   (0.999366,0.001380), y(t):  (0.999993,-0.002236), diff:  (0.000627,-0.003616)
n: 1957, t: 0.489250, x[n]:  (0.001250,-0.999999), y[n]:  (0.001881,-0.999365), y(t): (-0.001734,-0.999994), diff: (-0.003616,-0.000629)
n: 1958, t: 0.489500, x[n]: (-1.000000,-0.000775), y[n]: (-0.999366,-0.001407), y(t):  (-0.999993,0.002209), diff:  (-0.000627,0.003616)
n: 1959, t: 0.489750, x[n]:  (-0.001276,0.999999), y[n]:  (-0.001908,0.999365), y(t):   (0.001708,0.999994), diff:   (0.003616,0.000629)
n: 1960, t: 0.490000, x[n]:   (1.000000,0.000802), y[n]:   (0.999366,0.001434), y(t):  (0.999993,-0.002183), diff:  (0.000628,-0.003616)
n: 1961, t: 0.490250, x[n]:  (0.000327,-1.000000), y[n]:  (0.000959,-0.999366), y(t): (-0.002657,-0.999992), diff: (-0.003616,-0.000626)
n: 1962, t: 0.490500, x[n]: (-1.000000,-0.000828), y[n]: (-0.999366,-0.001460), y(t):  (-0.999993,0.002156), diff:  (-0.000627,0.003616)
n: 1963, t: 0.490750, x[n]:  (-0.000353,1.000000), y[n]:  (-0.000986,0.999366), y(t):   (0.002631,0.999992), diff:   (0.003616,0.000626)
n: 1964, t: 0.491000, x[n]:   (1.000000,0.000855), y[n]:   (0.999366,0.001487), y(t):  (0.999993,-0.002129), diff:  (0.000627,-0.003616)
n: 1965, t: 0.491250, x[n]:  (0.001357,-0.999999), y[n]:  (0.001988,-0.999365), y(t): (-0.001627,-0.999994), diff: (-0.003616,-0.000629)
n: 1966, t: 0.491500, x[n]: (-1.000000,-0.000882), y[n]: (-0.999365,-0.001514), y(t):  (-0.999993,0.002102), diff:  (-0.000628,0.003616)
n: 1967, t: 0.491750, x[n]:  (-0.001383,0.999999), y[n]:  (-0.002015,0.999365), y(t):   (0.001601,0.999994), diff:   (0.003616,0.000629)
n: 1968, t: 0.492000, x[n]:   (1.000000,0.000908), y[n]:   (0.999365,0.001540), y(t):  (0.999993,-0.002076), diff:  (0.000628,-0.003616)
n: 1969, t: 0.492250, x[n]:  (0.000434,-1.000000), y[n]:  (0.001066,-0.999366), y(t): (-0.002551,-0.999992), diff: (-0.003616,-0.000626)
n: 1970, t: 0.492500, x[n]: (-1.000000,-0.000935), y[n]: (-0.999366,-0.001567), y(t):  (-0.999993,0.002049), diff:  (-0.000627,0.003616)
n: 1971, t: 0.492750, x[n]:  (-0.000460,1.000000), y[n]:  (-0.001092,0.999366), y(t):   (0.002524,0.999992), diff:   (0.003616,0.000626)
n: 1972, t: 0.493000, x[n]:   (1.000000,0.000962), y[n]:   (0.999366,0.001594), y(t):  (0.999993,-0.002022), diff:  (0.000628,-0.003616)
n: 1973, t: 0.493250, x[n]:  (0.000487,-1.000000), y[n]:  (0.001119,-0.999366), y(t): (-0.002497,-0.999992), diff: (-0.003616,-0.000626)
n: 1974, t: 0.493500, x[n]: (-1.000000,-0.000989), y[n]: (-0.999366,-0.001620), y(t):  (-0.999994,0.001995), diff:  (-0.000628,0.003616)
n: 1975, t: 0.493750, x[n]:  (-0.001490,0.999999), y[n]:  (-0.002122,0.999365), y(t):   (0.001494,0.999994), diff:   (0.003616,0.000629)
n: 1976, t: 0.494000, x[n]:   (0.999999,0.001015), y[n]:   (0.999365,0.001647), y(t):  (0.999994,-0.001969), diff:  (0.000628,-0.003616)
n: 1977, t: 0.494250, x[n]:  (0.000540,-1.000000), y[n]:  (0.001173,-0.999366), y(t): (-0.002444,-0.999993), diff: (-0.003616,-0.000627)
n: 1978, t: 0.494500, x[n]: (-0.999999,-0.001042), y[n]: (-0.999366,-0.001674), y(t):  (-0.999994,0.001942), diff:  (-0.000628,0.003616)
n: 1979, t: 0.494750, x[n]:  (-0.000567,1.000000), y[n]:  (-0.001199,0.999366), y(t):   (0.002417,0.999993), diff:   (0.003616,0.000627)
n: 1980, t: 0.495000, x[n]:   (0.999999,0.001069), y[n]:   (0.999366,0.001701), y(t):  (0.999994,-0.001915), diff:  (0.000628,-0.003616)
n: 1981, t: 0.495250, x[n]:  (0.000594,-1.000000), y[n]:  (0.001226,-0.999366), y(t): (-0.002390,-0.999993), diff: (-0.003616,-0.000627)
n: 1982, t: 0.495500, x[n]: (-0.999999,-0.001096), y[n]: (-0.999366,-0.001727), y(t):  (-0.999994,0.001889), diff:  (-0.000628,0.003616)
n: 1983, t: 0.495750, x[n]:  (-0.000621,1.000000), y[n]:  (-0.001253,0.999366), y(t):   (0.002363,0.999993), diff:   (0.003616,0.000627)
n: 1984, t: 0.496000, x[n]:   (0.999999,0.001122), y[n]:   (0.999366,0.001754), y(t):  (0.999994,-0.001862), diff:  (0.000628,-0.003616)
n: 1985, t: 0.496250, x[n]:  (0.000647,-1.000000), y[n]:  (0.001279,-0.999366), y(t): (-0.002337,-0.999993), diff: (-0.003616,-0.000627)
n: 1986, t: 0.496500, x[n]: (-1.000000,-0.000172), y[n]: (-0.999366,-0.000805), y(t):  (-0.999992,0.002812), diff:  (-0.000625,0.003616)
n: 1987, t: 0.496750, x[n]:  (-0.000674,1.000000), y[n]:  (-0.001306,0.999366), y(t):   (0.002310,0.999993), diff:   (0.003616,0.000627)
n: 1988, t: 0.497000, x[n]:   (1.000000,0.000199), y[n]:   (0.999366,0.000832), y(t):  (0.999992,-0.002785), diff:  (0.000625,-0.003616)
