Iteration n, Sampletime t (sec), Signal x[n] (real, img), Output y[n] (real, img), Actual_Output y(t) (real, img), Difference y(t)-y[n] (real, img)
n: 3953, t: 0.494125, x[n]: (-0.587780,-0.809021), y[n]: (-0.588060,-0.808740), y(t): (-0.588102,-0.808787), diff: (-0.000042,-0.000046)
n: 3954, t: 0.494250, x[n]: (-0.308964,-0.951074), y[n]: (-0.309317,-0.950894), y(t): (-0.309342,-0.950951), diff: (-0.000025,-0.000057)
n: 3955, t: 0.494375, x[n]:  (0.000106,-1.000000), y[n]: (-0.000286,-0.999938), y(t): (-0.000292,-1.000000), diff: (-0.000006,-0.000062)
n: 3956, t: 0.494500, x[n]:  (0.309049,-0.951046), y[n]:  (0.308657,-0.951108), y(t):  (0.308670,-0.951169), diff:  (0.000013,-0.000061)
n: 3957, t: 0.494625, x[n]:  (0.587852,-0.808968), y[n]:  (0.587499,-0.809148), y(t):  (0.587530,-0.809202), diff:  (0.000031,-0.000054)
n: 3958, t: 0.494750, x[n]:  (0.809095,-0.587678), y[n]:  (0.808815,-0.587958), y(t):  (0.808861,-0.588000), diff:  (0.000046,-0.000042)
n: 3959, t: 0.494875, x[n]:  (0.951075,-0.308960), y[n]:  (0.950895,-0.309313), y(t):  (0.950952,-0.309338), diff:  (0.000057,-0.000025)
n: 3960, t: 0.495000, x[n]:   (1.000000,0.000110), y[n]:  (0.999938,-0.000281), y(t):  (1.000000,-0.000288), diff:  (0.000062,-0.000006)
n: 3961, t: 0.495125, x[n]:   (0.951045,0.309053), y[n]:   (0.951107,0.308661), y(t):   (0.951168,0.308674), diff:   (0.000061,0.000013)
n: 3962, t: 0.495250, x[n]:   (0.808966,0.587856), y[n]:   (0.809146,0.587503), y(t):   (0.809199,0.587534), diff:   (0.000054,0.000031)
n: 3963, t: 0.495375, x[n]:   (0.587674,0.809098), y[n]:   (0.587955,0.808817), y(t):   (0.587996,0.808864), diff:   (0.000042,0.000046)
n: 3964, t: 0.495500, x[n]:   (0.308955,0.951077), y[n]:   (0.309308,0.950897), y(t):   (0.309334,0.950953), diff:   (0.000025,0.000057)
n: 3965, t: 0.495625, x[n]:  (-0.000114,1.000000), y[n]:   (0.000277,0.999938), y(t):   (0.000283,1.000000), diff:   (0.000006,0.000062)
n: 3966, t: 0.495750, x[n]:  (-0.309057,0.951044), y[n]:  (-0.308666,0.951105), y(t):  (-0.308679,0.951166), diff:  (-0.000013,0.000061)
n: 3967, t: 0.495875, x[n]:  (-0.587860,0.808963), y[n]:  (-0.587506,0.809143), y(t):  (-0.587538,0.809197), diff:  (-0.000031,0.000054)
n: 3968, t: 0.496000, x[n]:  (-0.809028,0.587770), y[n]:  (-0.808748,0.588050), y(t):  (-0.808794,0.588091), diff:  (-0.000046,0.000042)
n: 3969, t: 0.496125, x[n]:  (-0.951078,0.308951), y[n]:  (-0.950898,0.309304), y(t):  (-0.950955,0.309330), diff:  (-0.000057,0.000025)
n: 3970, t: 0.496250, x[n]: (-1.000000,-0.000119), y[n]:  (-0.999938,0.000273), y(t):  (-1.000000,0.000279), diff:  (-0.000062,0.000006)
n: 3971, t: 0.496375, x[n]: (-0.951042,-0.309061), y[n]: (-0.951104,-0.308670), y(t): (-0.951165,-0.308683), diff: (-0.000061,-0.000013)
n: 3972, t: 0.496500, x[n]: (-0.808960,-0.587863), y[n]: (-0.809140,-0.587510), y(t): (-0.809194,-0.587541), diff: (-0.000054,-0.000031)
n: 3973, t: 0.496625, x[n]: (-0.587667,-0.809103), y[n]: (-0.587947,-0.808823), y(t): (-0.587989,-0.808869), diff: (-0.000042,-0.000046)
n: 3974, t: 0.496750, x[n]: (-0.308947,-0.951079), y[n]: (-0.309300,-0.950899), y(t): (-0.309325,-0.950956), diff: (-0.000025,-0.000057)
n: 3975, t: 0.496875, x[n]:  (0.000123,-1.000000), y[n]: (-0.000268,-0.999938), y(t): (-0.000275,-1.000000), diff: (-0.000006,-0.000062)
n: 3976, t: 0.497000, x[n]:  (0.309065,-0.951041), y[n]:  (0.308674,-0.951103), y(t):  (0.308687,-0.951164), diff:  (0.000013,-0.000061)
n: 3977, t: 0.497125, x[n]:  (0.587867,-0.808958), y[n]:  (0.587514,-0.809138), y(t):  (0.587545,-0.809192), diff:  (0.000031,-0.000054)
n: 3978, t: 0.497250, x[n]:  (0.809034,-0.587762), y[n]:  (0.808753,-0.588042), y(t):  (0.808800,-0.588084), diff:  (0.000046,-0.000042)
n: 3979, t: 0.497375, x[n]:  (0.951081,-0.308943), y[n]:  (0.950901,-0.309296), y(t):  (0.950958,-0.309321), diff:  (0.000057,-0.000025)
n: 3980, t: 0.497500, x[n]:   (1.000000,0.000128), y[n]:  (0.999938,-0.000264), y(t):  (1.000000,-0.000270), diff:  (0.000062,-0.000006)
n: 3981, t: 0.497625, x[n]:   (0.951039,0.309070), y[n]:   (0.951101,0.308678), y(t):   (0.951162,0.308691), diff:   (0.000061,0.000013)
n: 3982, t: 0.497750, x[n]:   (0.808955,0.587870), y[n]:   (0.809135,0.587517), y(t):   (0.809189,0.587548), diff:   (0.000054,0.000031)
n: 3983, t: 0.497875, x[n]:   (0.587660,0.809108), y[n]:   (0.587940,0.808828), y(t):   (0.587982,0.808874), diff:   (0.000042,0.000046)
n: 3984, t: 0.498000, x[n]:   (0.308939,0.951082), y[n]:   (0.309291,0.950902), y(t):   (0.309317,0.950959), diff:   (0.000025,0.000057)
n: 3985, t: 0.498125, x[n]:  (-0.000010,1.000000), y[n]:   (0.000381,0.999938), y(t):   (0.000388,1.000000), diff:   (0.000007,0.000062)
n: 3986, t: 0.498250, x[n]:  (-0.309074,0.951038), y[n]:  (-0.308683,0.951100), y(t):  (-0.308696,0.951161), diff:  (-0.000013,0.000061)
n: 3987, t: 0.498375, x[n]:  (-0.587874,0.808953), y[n]:  (-0.587521,0.809132), y(t):  (-0.587552,0.809186), diff:  (-0.000031,0.000054)
n: 3988, t: 0.498500, x[n]:  (-0.809039,0.587755), y[n]:  (-0.808759,0.588035), y(t):  (-0.808805,0.588077), diff:  (-0.000046,0.000042)
n: 3989, t: 0.498625, x[n]:  (-0.951083,0.308934), y[n]:  (-0.950903,0.309287), y(t):  (-0.950960,0.309313), diff:  (-0.000057,0.000025)
n: 3990, t: 0.498750, x[n]: (-1.000000,-0.000137), y[n]:  (-0.999938,0.000255), y(t):  (-1.000000,0.000261), diff:  (-0.000062,0.000006)
n: 3991, t: 0.498875, x[n]: (-0.951037,-0.309078), y[n]: (-0.951099,-0.308687), y(t): (-0.951159,-0.308700), diff: (-0.000061,-0.000013)
n: 3992, t: 0.499000, x[n]: (-0.808950,-0.587878), y[n]: (-0.809130,-0.587524), y(t): (-0.809184,-0.587556), diff: (-0.000054,-0.000031)
n: 3993, t: 0.499125, x[n]: (-0.587653,-0.809113), y[n]: (-0.587933,-0.808833), y(t): (-0.587975,-0.808879), diff: (-0.000042,-0.000046)
n: 3994, t: 0.499250, x[n]: (-0.308930,-0.951085), y[n]: (-0.309283,-0.950905), y(t): (-0.309308,-0.950962), diff: (-0.000025,-0.000057)
n: 3995, t: 0.499375, x[n]:  (0.000019,-1.000000), y[n]: (-0.000372,-0.999938), y(t): (-0.000379,-1.000000), diff: (-0.000007,-0.000062)
n: 3996, t: 0.499500, x[n]:  (0.309082,-0.951035), y[n]:  (0.308691,-0.951097), y(t):  (0.308704,-0.951158), diff:  (0.000013,-0.000061)
n: 3997, t: 0.499625, x[n]:  (0.587881,-0.808947), y[n]:  (0.587528,-0.809127), y(t):  (0.587559,-0.809181), diff:  (0.000031,-0.000054)
n: 3998, t: 0.499750, x[n]:  (0.809044,-0.587748), y[n]:  (0.808764,-0.588028), y(t):  (0.808810,-0.588070), diff:  (0.000046,-0.000042)
n: 3999, t: 0.499875, x[n]:  (0.951086,-0.308926), y[n]:  (0.950906,-0.309279), y(t):  (0.950963,-0.309304), diff:  (0.000057,-0.000025)
n: 4000, t: 0.500000, x[n]:   (1.000000,0.000024), y[n]:  (0.999938,-0.000368), y(t):  (1.000000,-0.000374), diff:  (0.000062,-0.000007)
n: 4001, t: 0.500125, x[n]:   (0.950996,0.309203), y[n]:   (0.951058,0.308811), y(t):   (0.951119,0.308824), diff:   (0.000061,0.000013)
n: 4002, t: 0.500250, x[n]:   (0.808945,0.587885), y[n]:   (0.809124,0.587532), y(t):   (0.809178,0.587563), diff:   (0.000054,0.000031)
n: 4003, t: 0.500375, x[n]:   (0.587744,0.809047), y[n]:   (0.588024,0.808767), y(t):   (0.588066,0.808813), diff:   (0.000042,0.000046)
n: 4004, t: 0.500500, x[n]:   (0.308922,0.951088), y[n]:   (0.309275,0.950908), y(t):   (0.309300,0.950965), diff:   (0.000025,0.000057)
n: 4005, t: 0.500625, x[n]:  (-0.000028,1.000000), y[n]:   (0.000363,0.999938), y(t):   (0.000370,1.000000), diff:   (0.000007,0.000062)
n: 4006, t: 0.500750, x[n]:  (-0.309091,0.951033), y[n]:  (-0.308699,0.951094), y(t):  (-0.308712,0.951155), diff:  (-0.000013,0.000061)
n: 4007, t: 0.500875, x[n]:  (-0.587790,0.809014), y[n]:  (-0.587437,0.809194), y(t):  (-0.587468,0.809248), diff:  (-0.000031,0.000054)
n: 4008, t: 0.501000, x[n]:  (-0.809121,0.587642), y[n]:  (-0.808841,0.587922), y(t):  (-0.808887,0.587964), diff:  (-0.000046,0.000042)
n: 4009, t: 0.501125, x[n]:  (-0.951089,0.308917), y[n]:  (-0.950909,0.309270), y(t):  (-0.950966,0.309296), diff:  (-0.000057,0.000025)
n: 4010, t: 0.501250, x[n]: (-1.000000,-0.000155), y[n]:  (-0.999938,0.000237), y(t):  (-1.000000,0.000243), diff:  (-0.000062,0.000006)
n: 4011, t: 0.501375, x[n]: (-0.951031,-0.309095), y[n]: (-0.951093,-0.308704), y(t): (-0.951154,-0.308717), diff: (-0.000061,-0.000013)
n: 4012, t: 0.501500, x[n]: (-0.809011,-0.587793), y[n]: (-0.809191,-0.587440), y(t): (-0.809245,-0.587471), diff: (-0.000054,-0.000031)
n: 4013, t: 0.501625, x[n]: (-0.587737,-0.809052), y[n]: (-0.588017,-0.808772), y(t): (-0.588059,-0.808818), diff: (-0.000042,-0.000046)
n: 4014, t: 0.501750, x[n]: (-0.308913,-0.951090), y[n]: (-0.309266,-0.950910), y(t): (-0.309292,-0.950967), diff: (-0.000025,-0.000057)
n: 4015, t: 0.501875, x[n]:  (0.000159,-1.000000), y[n]: (-0.000232,-0.999938), y(t): (-0.000239,-1.000000), diff: (-0.000006,-0.000062)
n: 4016, t: 0.502000, x[n]:  (0.309099,-0.951030), y[n]:  (0.308708,-0.951092), y(t):  (0.308721,-0.951153), diff:  (0.000013,-0.000061)
n: 4017, t: 0.502125, x[n]:  (0.587896,-0.808937), y[n]:  (0.587542,-0.809117), y(t):  (0.587574,-0.809171), diff:  (0.000031,-0.000054)
n: 4018, t: 0.502250, x[n]:  (0.809055,-0.587734), y[n]:  (0.808774,-0.588014), y(t):  (0.808821,-0.588055), diff:  (0.000046,-0.000042)
n: 4019, t: 0.502375, x[n]:  (0.951054,-0.309025), y[n]:  (0.950874,-0.309378), y(t):  (0.950931,-0.309403), diff:  (0.000057,-0.000025)
n: 4020, t: 0.502500, x[n]:   (1.000000,0.000041), y[n]:  (0.999938,-0.000350), y(t):  (1.000000,-0.000357), diff:  (0.000062,-0.000006)
n: 4021, t: 0.502625, x[n]:   (0.951028,0.309104), y[n]:   (0.951090,0.308712), y(t):   (0.951151,0.308725), diff:   (0.000061,0.000013)
n: 4022, t: 0.502750, x[n]:   (0.808934,0.587899), y[n]:   (0.809114,0.587546), y(t):   (0.809168,0.587577), diff:   (0.000054,0.000031)
n: 4023, t: 0.502875, x[n]:   (0.587730,0.809057), y[n]:   (0.588010,0.808777), y(t):   (0.588052,0.808823), diff:   (0.000042,0.000046)
n: 4024, t: 0.503000, x[n]:   (0.308905,0.951093), y[n]:   (0.309258,0.950913), y(t):   (0.309283,0.950970), diff:   (0.000025,0.000057)
n: 4025, t: 0.503125, x[n]:  (-0.000046,1.000000), y[n]:   (0.000345,0.999938), y(t):   (0.000352,1.000000), diff:   (0.000007,0.000062)
n: 4026, t: 0.503250, x[n]:  (-0.308992,0.951065), y[n]:  (-0.308600,0.951127), y(t):  (-0.308613,0.951188), diff:  (-0.000013,0.000061)
n: 4027, t: 0.503375, x[n]:  (-0.587903,0.808932), y[n]:  (-0.587549,0.809112), y(t):  (-0.587581,0.809165), diff:  (-0.000031,0.000054)
n: 4028, t: 0.503500, x[n]:  (-0.809132,0.587628), y[n]:  (-0.808851,0.587908), y(t):  (-0.808898,0.587949), diff:  (-0.000046,0.000042)
n: 4029, t: 0.503625, x[n]:  (-0.951094,0.308900), y[n]:  (-0.950915,0.309253), y(t):  (-0.950971,0.309279), diff:  (-0.000057,0.000025)
n: 4030, t: 0.503750, x[n]: (-1.000000,-0.000050), y[n]:  (-0.999938,0.000341), y(t):  (-1.000000,0.000348), diff:  (-0.000062,0.000007)
n: 4031, t: 0.503875, x[n]: (-0.951026,-0.309112), y[n]: (-0.951087,-0.308721), y(t): (-0.951148,-0.308734), diff: (-0.000061,-0.000013)
n: 4032, t: 0.504000, x[n]: (-0.809001,-0.587808), y[n]: (-0.809180,-0.587455), y(t): (-0.809234,-0.587486), diff: (-0.000054,-0.000031)
n: 4033, t: 0.504125, x[n]: (-0.587723,-0.809062), y[n]: (-0.588003,-0.808782), y(t): (-0.588045,-0.808828), diff: (-0.000042,-0.000046)
n: 4034, t: 0.504250, x[n]: (-0.308896,-0.951096), y[n]: (-0.309249,-0.950916), y(t): (-0.309275,-0.950973), diff: (-0.000025,-0.000057)
n: 4035, t: 0.504375, x[n]:  (0.000177,-1.000000), y[n]: (-0.000215,-0.999938), y(t): (-0.000221,-1.000000), diff: (-0.000006,-0.000062)
n: 4036, t: 0.504500, x[n]:  (0.309116,-0.951024), y[n]:  (0.308725,-0.951086), y(t):  (0.308738,-0.951147), diff:  (0.000013,-0.000061)
n: 4037, t: 0.504625, x[n]:  (0.587811,-0.808998), y[n]:  (0.587458,-0.809178), y(t):  (0.587489,-0.809232), diff:  (0.000031,-0.000054)
n: 4038, t: 0.504750, x[n]:  (0.809065,-0.587719), y[n]:  (0.808785,-0.587999), y(t):  (0.808831,-0.588041), diff:  (0.000046,-0.000042)
n: 4039, t: 0.504875, x[n]:  (0.951059,-0.309008), y[n]:  (0.950880,-0.309361), y(t):  (0.950936,-0.309386), diff:  (0.000057,-0.000025)
n: 4040, t: 0.505000, x[n]:   (1.000000,0.000059), y[n]:  (0.999938,-0.000332), y(t):  (1.000000,-0.000339), diff:  (0.000062,-0.000006)
n: 4041, t: 0.505125, x[n]:   (0.951023,0.309121), y[n]:   (0.951085,0.308729), y(t):   (0.951146,0.308742), diff:   (0.000061,0.000013)
n: 4042, t: 0.505250, x[n]:   (0.808924,0.587914), y[n]:   (0.809104,0.587560), y(t):   (0.809158,0.587592), diff:   (0.000054,0.000031)
n: 4043, t: 0.505375, x[n]:   (0.587715,0.809068), y[n]:   (0.587996,0.808788), y(t):   (0.588037,0.808834), diff:   (0.000042,0.000046)
n: 4044, t: 0.505500, x[n]:   (0.309004,0.951061), y[n]:   (0.309357,0.950881), y(t):   (0.309382,0.950938), diff:   (0.000025,0.000057)
n: 4045, t: 0.505625, x[n]:  (-0.000064,1.000000), y[n]:   (0.000328,0.999938), y(t):   (0.000334,1.000000), diff:   (0.000006,0.000062)
n: 4046, t: 0.505750, x[n]:  (-0.309009,0.951059), y[n]:  (-0.308617,0.951121), y(t):  (-0.308630,0.951182), diff:  (-0.000013,0.000061)
n: 4047, t: 0.505875, x[n]:  (-0.587917,0.808921), y[n]:  (-0.587564,0.809101), y(t):  (-0.587595,0.809155), diff:  (-0.000031,0.000054)
n: 4048, t: 0.506000, x[n]:  (-0.809070,0.587712), y[n]:  (-0.808790,0.587992), y(t):  (-0.808836,0.588034), diff:  (-0.000046,0.000042)
n: 4049, t: 0.506125, x[n]:  (-0.951100,0.308883), y[n]:  (-0.950920,0.309236), y(t):  (-0.950977,0.309262), diff:  (-0.000057,0.000025)
n: 4050, t: 0.506250, x[n]: (-1.000000,-0.000068), y[n]:  (-0.999938,0.000323), y(t):  (-1.000000,0.000330), diff:  (-0.000062,0.000007)
n: 4051, t: 0.506375, x[n]: (-0.951020,-0.309129), y[n]: (-0.951082,-0.308738), y(t): (-0.951143,-0.308751), diff: (-0.000061,-0.000013)
n: 4052, t: 0.506500, x[n]: (-0.808990,-0.587822), y[n]: (-0.809170,-0.587469), y(t): (-0.809224,-0.587500), diff: (-0.000054,-0.000031)
n: 4053, t: 0.506625, x[n]: (-0.587807,-0.809001), y[n]: (-0.588087,-0.808721), y(t): (-0.588129,-0.808767), diff: (-0.000042,-0.000046)
n: 4054, t: 0.506750, x[n]: (-0.308879,-0.951101), y[n]: (-0.309232,-0.950921), y(t): (-0.309258,-0.950978), diff: (-0.000025,-0.000057)
n: 4055, t: 0.506875, x[n]:  (0.000073,-1.000000), y[n]: (-0.000319,-0.999938), y(t): (-0.000325,-1.000000), diff: (-0.000007,-0.000062)
n: 4056, t: 0.507000, x[n]:  (0.309133,-0.951019), y[n]:  (0.308742,-0.951081), y(t):  (0.308755,-0.951142), diff:  (0.000013,-0.000061)
n: 4057, t: 0.507125, x[n]:  (0.587826,-0.808988), y[n]:  (0.587473,-0.809167), y(t):  (0.587504,-0.809221), diff:  (0.000031,-0.000054)
n: 4058, t: 0.507250, x[n]:  (0.809076,-0.587705), y[n]:  (0.808795,-0.587985), y(t):  (0.808842,-0.588027), diff:  (0.000046,-0.000042)
n: 4059, t: 0.507375, x[n]:  (0.951065,-0.308991), y[n]:  (0.950885,-0.309344), y(t):  (0.950942,-0.309369), diff:  (0.000057,-0.000025)
n: 4060, t: 0.507500, x[n]:   (1.000000,0.000199), y[n]:  (0.999938,-0.000192), y(t):  (1.000000,-0.000199), diff:  (0.000062,-0.000006)
n: 4061, t: 0.507625, x[n]:   (0.951017,0.309137), y[n]:   (0.951079,0.308746), y(t):   (0.951140,0.308759), diff:   (0.000061,0.000013)
n: 4062, t: 0.507750, x[n]:   (0.808985,0.587829), y[n]:   (0.809165,0.587476), y(t):   (0.809219,0.587507), diff:   (0.000054,0.000031)
n: 4063, t: 0.507875, x[n]:   (0.587701,0.809078), y[n]:   (0.587981,0.808798), y(t):   (0.588023,0.808844), diff:   (0.000042,0.000046)
n: 4064, t: 0.508000, x[n]:   (0.308987,0.951066), y[n]:   (0.309340,0.950886), y(t):   (0.309365,0.950943), diff:   (0.000025,0.000057)
n: 4065, t: 0.508125, x[n]:  (-0.000081,1.000000), y[n]:   (0.000310,0.999938), y(t):   (0.000316,1.000000), diff:   (0.000006,0.000062)
n: 4066, t: 0.508250, x[n]:  (-0.309026,0.951054), y[n]:  (-0.308634,0.951116), y(t):  (-0.308647,0.951177), diff:  (-0.000013,0.000061)
n: 4067, t: 0.508375, x[n]:  (-0.587932,0.808911), y[n]:  (-0.587578,0.809091), y(t):  (-0.587610,0.809144), diff:  (-0.000031,0.000054)
n: 4068, t: 0.508500, x[n]:  (-0.809081,0.587697), y[n]:  (-0.808801,0.587977), y(t):  (-0.808847,0.588019), diff:  (-0.000046,0.000042)
n: 4069, t: 0.508625, x[n]:  (-0.951105,0.308867), y[n]:  (-0.950925,0.309220), y(t):  (-0.950982,0.309245), diff:  (-0.000057,0.000025)
n: 4070, t: 0.508750, x[n]: (-1.000000,-0.000086), y[n]:  (-0.999938,0.000305), y(t):  (-1.000000,0.000312), diff:  (-0.000062,0.000007)
n: 4071, t: 0.508875, x[n]: (-0.951052,-0.309030), y[n]: (-0.951114,-0.308639), y(t): (-0.951175,-0.308651), diff: (-0.000061,-0.000013)
n: 4072, t: 0.509000, x[n]: (-0.808980,-0.587836), y[n]: (-0.809160,-0.587483), y(t): (-0.809214,-0.587515), diff: (-0.000054,-0.000031)
n: 4073, t: 0.509125, x[n]: (-0.587694,-0.809083), y[n]: (-0.587974,-0.808803), y(t): (-0.588016,-0.808849), diff: (-0.000042,-0.000046)
n: 4074, t: 0.509250, x[n]: (-0.308862,-0.951107), y[n]: (-0.309215,-0.950927), y(t): (-0.309241,-0.950984), diff: (-0.000025,-0.000057)
n: 4075, t: 0.509375, x[n]:  (0.000090,-1.000000), y[n]: (-0.000301,-0.999938), y(t): (-0.000308,-1.000000), diff: (-0.000007,-0.000062)
n: 4076, t: 0.509500, x[n]:  (0.309150,-0.951013), y[n]:  (0.308759,-0.951075), y(t):  (0.308772,-0.951136), diff:  (0.000013,-0.000061)
n: 4077, t: 0.509625, x[n]:  (0.587840,-0.808977), y[n]:  (0.587487,-0.809157), y(t):  (0.587518,-0.809211), diff:  (0.000031,-0.000054)
n: 4078, t: 0.509750, x[n]:  (0.809014,-0.587789), y[n]:  (0.808734,-0.588069), y(t):  (0.808780,-0.588111), diff:  (0.000046,-0.000042)
n: 4079, t: 0.509875, x[n]:  (0.951070,-0.308974), y[n]:  (0.950890,-0.309327), y(t):  (0.950947,-0.309353), diff:  (0.000057,-0.000025)
n: 4080, t: 0.510000, x[n]:   (1.000000,0.000095), y[n]:  (0.999938,-0.000297), y(t):  (1.000000,-0.000303), diff:  (0.000062,-0.000006)
n: 4081, t: 0.510125, x[n]:   (0.951012,0.309154), y[n]:   (0.951074,0.308763), y(t):   (0.951135,0.308776), diff:   (0.000061,0.000013)
n: 4082, t: 0.510250, x[n]:   (0.808975,0.587844), y[n]:   (0.809154,0.587491), y(t):   (0.809208,0.587522), diff:   (0.000054,0.000031)
n: 4083, t: 0.510375, x[n]:   (0.587687,0.809089), y[n]:   (0.587967,0.808808), y(t):   (0.588009,0.808855), diff:   (0.000042,0.000046)
n: 4084, t: 0.510500, x[n]:   (0.308970,0.951072), y[n]:   (0.309323,0.950892), y(t):   (0.309348,0.950949), diff:   (0.000025,0.000057)
n: 4085, t: 0.510625, x[n]:   (0.000023,1.000000), y[n]:   (0.000414,0.999938), y(t):   (0.000421,1.000000), diff:   (0.000007,0.000062)
n: 4086, t: 0.510750, x[n]:  (-0.309043,0.951048), y[n]:  (-0.308651,0.951110), y(t):  (-0.308664,0.951171), diff:  (-0.000013,0.000061)
n: 4087, t: 0.510875, x[n]:  (-0.587946,0.808900), y[n]:  (-0.587593,0.809080), y(t):  (-0.587624,0.809134), diff:  (-0.000031,0.000054)
n: 4088, t: 0.511000, x[n]:  (-0.809091,0.587683), y[n]:  (-0.808811,0.587963), y(t):  (-0.808857,0.588005), diff:  (-0.000046,0.000042)
n: 4089, t: 0.511125, x[n]:  (-0.951073,0.308966), y[n]:  (-0.950893,0.309319), y(t):  (-0.950950,0.309344), diff:  (-0.000057,0.000025)
n: 4090, t: 0.511250, x[n]: (-1.000000,-0.000104), y[n]:  (-0.999938,0.000288), y(t):  (-1.000000,0.000294), diff:  (-0.000062,0.000006)
n: 4091, t: 0.511375, x[n]: (-0.951047,-0.309047), y[n]: (-0.951109,-0.308656), y(t): (-0.951170,-0.308668), diff: (-0.000061,-0.000013)
n: 4092, t: 0.511500, x[n]: (-0.808969,-0.587851), y[n]: (-0.809149,-0.587498), y(t): (-0.809203,-0.587529), diff: (-0.000054,-0.000031)
n: 4093, t: 0.511625, x[n]: (-0.587679,-0.809094), y[n]: (-0.587960,-0.808814), y(t): (-0.588001,-0.808860), diff: (-0.000042,-0.000046)
n: 4094, t: 0.511750, x[n]: (-0.308845,-0.951112), y[n]: (-0.309198,-0.950932), y(t): (-0.309224,-0.950989), diff: (-0.000025,-0.000057)
n: 4095, t: 0.511875, x[n]:  (0.000108,-1.000000), y[n]: (-0.000283,-0.999938), y(t): (-0.000290,-1.000000), diff: (-0.000007,-0.000062)
n: 4096, t: 0.512000, x[n]:  (0.309051,-0.951045), y[n]:  (0.308660,-0.951107), y(t):  (0.308673,-0.951168), diff:  (0.000013,-0.000061)
n: 4097, t: 0.512125, x[n]:  (0.587854,-0.808967), y[n]:  (0.587501,-0.809147), y(t):  (0.587533,-0.809200), diff:  (0.000031,-0.000054)
n: 4098, t: 0.512250, x[n]:  (0.809025,-0.587775), y[n]:  (0.808745,-0.588055), y(t):  (0.808791,-0.588096), diff:  (0.000046,-0.000042)
n: 4099, t: 0.512375, x[n]:  (0.951076,-0.308957), y[n]:  (0.950896,-0.309310), y(t):  (0.950953,-0.309336), diff:  (0.000057,-0.000025)
n: 4100, t: 0.512500, x[n]:   (1.000000,0.000113), y[n]:  (0.999938,-0.000279), y(t):  (1.000000,-0.000285), diff:  (0.000062,-0.000006)
n: 4101, t: 0.512625, x[n]:   (0.951006,0.309171), y[n]:   (0.951068,0.308780), y(t):   (0.951129,0.308793), diff:   (0.000061,0.000013)
n: 4102, t: 0.512750, x[n]:   (0.808964,0.587858), y[n]:   (0.809144,0.587505), y(t):   (0.809198,0.587536), diff:   (0.000054,0.000031)
n: 4103, t: 0.512875, x[n]:   (0.587771,0.809027), y[n]:   (0.588051,0.808747), y(t):   (0.588093,0.808793), diff:   (0.000042,0.000046)
n: 4104, t: 0.513000, x[n]:   (0.308953,0.951077), y[n]:   (0.309306,0.950897), y(t):   (0.309331,0.950954), diff:   (0.000025,0.000057)
n: 4105, t: 0.513125, x[n]:   (0.000005,1.000000), y[n]:   (0.000396,0.999938), y(t):   (0.000403,1.000000), diff:   (0.000007,0.000062)
n: 4106, t: 0.513250, x[n]:  (-0.309176,0.951005), y[n]:  (-0.308784,0.951067), y(t):  (-0.308797,0.951128), diff:  (-0.000013,0.000061)
n: 4107, t: 0.513375, x[n]:  (-0.587862,0.808962), y[n]:  (-0.587509,0.809141), y(t):  (-0.587540,0.809195), diff:  (-0.000031,0.000054)
n: 4108, t: 0.513500, x[n]:  (-0.809102,0.587669), y[n]:  (-0.808821,0.587949), y(t):  (-0.808868,0.587990), diff:  (-0.000046,0.000042)
n: 4109, t: 0.513625, x[n]:  (-0.951079,0.308949), y[n]:  (-0.950899,0.309302), y(t):  (-0.950956,0.309327), diff:  (-0.000057,0.000025)
n: 4110, t: 0.513750, x[n]: (-1.000000,-0.000122), y[n]:  (-0.999938,0.000270), y(t):  (-1.000000,0.000276), diff:  (-0.000062,0.000006)
n: 4111, t: 0.513875, x[n]: (-0.951041,-0.309064), y[n]: (-0.951103,-0.308673), y(t): (-0.951164,-0.308685), diff: (-0.000061,-0.000013)
n: 4112, t: 0.514000, x[n]: (-0.809031,-0.587767), y[n]: (-0.809210,-0.587414), y(t): (-0.809264,-0.587445), diff: (-0.000054,-0.000031)
n: 4113, t: 0.514125, x[n]: (-0.587665,-0.809104), y[n]: (-0.587945,-0.808824), y(t): (-0.587987,-0.808870), diff: (-0.000042,-0.000046)
n: 4114, t: 0.514250, x[n]: (-0.308944,-0.951080), y[n]: (-0.309297,-0.950900), y(t): (-0.309323,-0.950957), diff: (-0.000025,-0.000057)
n: 4115, t: 0.514375, x[n]:  (0.000126,-1.000000), y[n]: (-0.000265,-0.999938), y(t): (-0.000272,-1.000000), diff: (-0.000006,-0.000062)
n: 4116, t: 0.514500, x[n]:  (0.309068,-0.951040), y[n]:  (0.308677,-0.951102), y(t):  (0.308690,-0.951163), diff:  (0.000013,-0.000061)
n: 4117, t: 0.514625, x[n]:  (0.587869,-0.808956), y[n]:  (0.587516,-0.809136), y(t):  (0.587547,-0.809190), diff:  (0.000031,-0.000054)
n: 4118, t: 0.514750, x[n]:  (0.809035,-0.587760), y[n]:  (0.808755,-0.588040), y(t):  (0.808801,-0.588082), diff:  (0.000046,-0.000042)
n: 4119, t: 0.514875, x[n]:  (0.951044,-0.309056), y[n]:  (0.950864,-0.309409), y(t):  (0.950921,-0.309435), diff:  (0.000057,-0.000025)
