Iteration n, Sampletime t (sec), Signal x[n] (real, img), Output y[n] (real, img), Actual_Output y(t) (real, img), Difference y(t)-y[n] (real, img)
n: 3636, t: 0.454500, x[n]:  (-0.951065,0.308990), y[n]:  (-0.951031,0.309083), y(t):  (-0.951035,0.309084), diff:  (-0.000004,0.000001)
n: 3637, t: 0.454625, x[n]:  (-0.972372,0.233435), y[n]:  (-0.972345,0.233531), y(t):  (-0.972349,0.233532), diff:  (-0.000004,0.000001)
n: 3638, t: 0.454750, x[n]:  (-0.987692,0.156412), y[n]:  (-0.987673,0.156509), y(t):  (-0.987676,0.156510), diff:  (-0.000004,0.000001)
n: 3639, t: 0.454875, x[n]:  (-0.996918,0.078454), y[n]:  (-0.996906,0.078553), y(t):  (-0.996910,0.078553), diff:  (-0.000004,0.000000)
n: 3640, t: 0.455000, x[n]: (-1.000000,-0.000017), y[n]:  (-0.999996,0.000082), y(t):  (-1.000000,0.000082), diff:  (-0.000004,0.000000)
n: 3641, t: 0.455125, x[n]: (-0.996915,-0.078489), y[n]: (-0.996919,-0.078389), y(t): (-0.996923,-0.078390), diff: (-0.000004,-0.000000)
n: 3642, t: 0.455250, x[n]: (-0.987687,-0.156446), y[n]: (-0.987698,-0.156347), y(t): (-0.987702,-0.156348), diff: (-0.000004,-0.000000)
n: 3643, t: 0.455375, x[n]: (-0.972364,-0.233469), y[n]: (-0.972384,-0.233371), y(t): (-0.972388,-0.233372), diff: (-0.000004,-0.000001)
n: 3644, t: 0.455500, x[n]: (-0.951045,-0.309052), y[n]: (-0.951072,-0.308956), y(t): (-0.951076,-0.308957), diff: (-0.000004,-0.000001)
n: 3645, t: 0.455625, x[n]: (-0.923873,-0.382700), y[n]: (-0.923907,-0.382607), y(t): (-0.923911,-0.382609), diff: (-0.000004,-0.000001)
n: 3646, t: 0.455750, x[n]: (-0.890993,-0.454018), y[n]: (-0.891034,-0.453928), y(t): (-0.891038,-0.453929), diff: (-0.000004,-0.000002)
n: 3647, t: 0.455875, x[n]: (-0.852634,-0.522509), y[n]: (-0.852682,-0.522423), y(t): (-0.852686,-0.522425), diff: (-0.000003,-0.000002)
n: 3648, t: 0.456000, x[n]: (-0.809002,-0.587806), y[n]: (-0.809057,-0.587723), y(t): (-0.809061,-0.587725), diff: (-0.000003,-0.000002)
n: 3649, t: 0.456125, x[n]: (-0.760401,-0.649453), y[n]: (-0.760463,-0.649375), y(t): (-0.760466,-0.649378), diff: (-0.000003,-0.000002)
n: 3650, t: 0.456250, x[n]: (-0.707093,-0.707121), y[n]: (-0.707161,-0.707048), y(t): (-0.707163,-0.707050), diff: (-0.000003,-0.000003)
n: 3651, t: 0.456375, x[n]: (-0.649424,-0.760427), y[n]: (-0.649497,-0.760359), y(t): (-0.649499,-0.760362), diff: (-0.000003,-0.000003)
n: 3652, t: 0.456500, x[n]: (-0.587774,-0.809025), y[n]: (-0.587852,-0.808964), y(t): (-0.587855,-0.808967), diff: (-0.000002,-0.000003)
n: 3653, t: 0.456625, x[n]: (-0.522476,-0.852654), y[n]: (-0.522559,-0.852599), y(t): (-0.522561,-0.852602), diff: (-0.000002,-0.000003)
n: 3654, t: 0.456750, x[n]: (-0.453956,-0.891024), y[n]: (-0.454043,-0.890976), y(t): (-0.454045,-0.890979), diff: (-0.000002,-0.000003)
n: 3655, t: 0.456875, x[n]: (-0.382664,-0.923887), y[n]: (-0.382755,-0.923846), y(t): (-0.382756,-0.923849), diff: (-0.000002,-0.000004)
n: 3656, t: 0.457000, x[n]: (-0.309015,-0.951057), y[n]: (-0.309108,-0.951023), y(t): (-0.309109,-0.951027), diff: (-0.000001,-0.000004)
n: 3657, t: 0.457125, x[n]: (-0.233431,-0.972373), y[n]: (-0.233527,-0.972346), y(t): (-0.233528,-0.972350), diff: (-0.000001,-0.000004)
n: 3658, t: 0.457250, x[n]: (-0.156407,-0.987693), y[n]: (-0.156505,-0.987673), y(t): (-0.156506,-0.987677), diff: (-0.000001,-0.000004)
n: 3659, t: 0.457375, x[n]: (-0.078450,-0.996918), y[n]: (-0.078549,-0.996906), y(t): (-0.078549,-0.996910), diff: (-0.000000,-0.000004)
n: 3660, t: 0.457500, x[n]:  (0.000022,-1.000000), y[n]: (-0.000078,-0.999996), y(t): (-0.000078,-1.000000), diff: (-0.000000,-0.000004)
n: 3661, t: 0.457625, x[n]:  (0.078493,-0.996915), y[n]:  (0.078394,-0.996919), y(t):  (0.078394,-0.996922), diff:  (0.000000,-0.000004)
n: 3662, t: 0.457750, x[n]:  (0.156450,-0.987686), y[n]:  (0.156352,-0.987698), y(t):  (0.156352,-0.987701), diff:  (0.000000,-0.000004)
n: 3663, t: 0.457875, x[n]:  (0.233473,-0.972363), y[n]:  (0.233376,-0.972383), y(t):  (0.233376,-0.972387), diff:  (0.000001,-0.000004)
n: 3664, t: 0.458000, x[n]:  (0.309056,-0.951044), y[n]:  (0.308960,-0.951071), y(t):  (0.308961,-0.951075), diff:  (0.000001,-0.000004)
n: 3665, t: 0.458125, x[n]:  (0.382705,-0.923871), y[n]:  (0.382611,-0.923905), y(t):  (0.382613,-0.923909), diff:  (0.000001,-0.000004)
n: 3666, t: 0.458250, x[n]:  (0.453995,-0.891004), y[n]:  (0.453904,-0.891046), y(t):  (0.453906,-0.891050), diff:  (0.000002,-0.000004)
n: 3667, t: 0.458375, x[n]:  (0.522513,-0.852631), y[n]:  (0.522426,-0.852680), y(t):  (0.522428,-0.852683), diff:  (0.000002,-0.000003)
n: 3668, t: 0.458500, x[n]:  (0.587809,-0.809000), y[n]:  (0.587727,-0.809055), y(t):  (0.587729,-0.809058), diff:  (0.000002,-0.000003)
n: 3669, t: 0.458625, x[n]:  (0.649457,-0.760399), y[n]:  (0.649379,-0.760460), y(t):  (0.649381,-0.760463), diff:  (0.000002,-0.000003)
n: 3670, t: 0.458750, x[n]:  (0.707124,-0.707090), y[n]:  (0.707051,-0.707157), y(t):  (0.707053,-0.707160), diff:  (0.000003,-0.000003)
n: 3671, t: 0.458875, x[n]:  (0.760430,-0.649420), y[n]:  (0.760362,-0.649493), y(t):  (0.760365,-0.649496), diff:  (0.000003,-0.000003)
n: 3672, t: 0.459000, x[n]:  (0.809028,-0.587770), y[n]:  (0.808966,-0.587849), y(t):  (0.808969,-0.587851), diff:  (0.000003,-0.000002)
n: 3673, t: 0.459125, x[n]:  (0.852640,-0.522498), y[n]:  (0.852585,-0.522581), y(t):  (0.852588,-0.522583), diff:  (0.000003,-0.000002)
n: 3674, t: 0.459250, x[n]:  (0.891012,-0.453979), y[n]:  (0.890964,-0.454066), y(t):  (0.890967,-0.454068), diff:  (0.000003,-0.000002)
n: 3675, t: 0.459375, x[n]:  (0.923889,-0.382660), y[n]:  (0.923847,-0.382751), y(t):  (0.923851,-0.382752), diff:  (0.000004,-0.000002)
n: 3676, t: 0.459500, x[n]:  (0.951059,-0.309010), y[n]:  (0.951024,-0.309104), y(t):  (0.951028,-0.309105), diff:  (0.000004,-0.000001)
n: 3677, t: 0.459625, x[n]:  (0.972374,-0.233427), y[n]:  (0.972347,-0.233522), y(t):  (0.972351,-0.233523), diff:  (0.000004,-0.000001)
n: 3678, t: 0.459750, x[n]:  (0.987693,-0.156403), y[n]:  (0.987674,-0.156501), y(t):  (0.987678,-0.156501), diff:  (0.000004,-0.000001)
n: 3679, t: 0.459875, x[n]:  (0.996918,-0.078445), y[n]:  (0.996907,-0.078544), y(t):  (0.996911,-0.078545), diff:  (0.000004,-0.000000)
n: 3680, t: 0.460000, x[n]:  (1.000000,-0.000004), y[n]:  (0.999996,-0.000104), y(t):  (1.000000,-0.000104), diff:  (0.000004,-0.000000)
n: 3681, t: 0.460125, x[n]:   (0.996914,0.078498), y[n]:   (0.996918,0.078398), y(t):   (0.996922,0.078398), diff:   (0.000004,0.000000)
n: 3682, t: 0.460250, x[n]:   (0.987685,0.156455), y[n]:   (0.987697,0.156356), y(t):   (0.987701,0.156356), diff:   (0.000004,0.000000)
n: 3683, t: 0.460375, x[n]:   (0.972369,0.233448), y[n]:   (0.972389,0.233350), y(t):   (0.972393,0.233351), diff:   (0.000004,0.000001)
n: 3684, t: 0.460500, x[n]:   (0.951052,0.309031), y[n]:   (0.951079,0.308935), y(t):   (0.951083,0.308937), diff:   (0.000004,0.000001)
n: 3685, t: 0.460625, x[n]:   (0.923869,0.382709), y[n]:   (0.923904,0.382615), y(t):   (0.923907,0.382617), diff:   (0.000004,0.000001)
n: 3686, t: 0.460750, x[n]:   (0.891002,0.453999), y[n]:   (0.891044,0.453908), y(t):   (0.891048,0.453910), diff:   (0.000004,0.000002)
n: 3687, t: 0.460875, x[n]:   (0.852629,0.522517), y[n]:   (0.852677,0.522430), y(t):   (0.852681,0.522432), diff:   (0.000003,0.000002)
n: 3688, t: 0.461000, x[n]:   (0.808997,0.587813), y[n]:   (0.809052,0.587730), y(t):   (0.809055,0.587732), diff:   (0.000003,0.000002)
n: 3689, t: 0.461125, x[n]:   (0.760396,0.649460), y[n]:   (0.760457,0.649382), y(t):   (0.760460,0.649385), diff:   (0.000003,0.000002)
n: 3690, t: 0.461250, x[n]:   (0.707108,0.707105), y[n]:   (0.707176,0.707032), y(t):   (0.707179,0.707035), diff:   (0.000003,0.000003)
n: 3691, t: 0.461375, x[n]:   (0.649440,0.760413), y[n]:   (0.649513,0.760345), y(t):   (0.649516,0.760348), diff:   (0.000003,0.000003)
n: 3692, t: 0.461500, x[n]:   (0.587767,0.809030), y[n]:   (0.587845,0.808969), y(t):   (0.587847,0.808972), diff:   (0.000002,0.000003)
n: 3693, t: 0.461625, x[n]:   (0.522495,0.852643), y[n]:   (0.522577,0.852587), y(t):   (0.522579,0.852591), diff:   (0.000002,0.000003)
n: 3694, t: 0.461750, x[n]:   (0.453975,0.891014), y[n]:   (0.454062,0.890966), y(t):   (0.454064,0.890969), diff:   (0.000002,0.000003)
n: 3695, t: 0.461875, x[n]:   (0.382656,0.923891), y[n]:   (0.382747,0.923849), y(t):   (0.382748,0.923853), diff:   (0.000002,0.000004)
n: 3696, t: 0.462000, x[n]:   (0.309006,0.951060), y[n]:   (0.309099,0.951026), y(t):   (0.309101,0.951029), diff:   (0.000001,0.000004)
n: 3697, t: 0.462125, x[n]:   (0.233422,0.972376), y[n]:   (0.233518,0.972349), y(t):   (0.233519,0.972352), diff:   (0.000001,0.000004)
n: 3698, t: 0.462250, x[n]:   (0.156429,0.987689), y[n]:   (0.156526,0.987670), y(t):   (0.156527,0.987674), diff:   (0.000001,0.000004)
n: 3699, t: 0.462375, x[n]:   (0.078441,0.996919), y[n]:   (0.078540,0.996907), y(t):   (0.078540,0.996911), diff:   (0.000000,0.000004)
n: 3700, t: 0.462500, x[n]:  (-0.000031,1.000000), y[n]:   (0.000069,0.999996), y(t):   (0.000069,1.000000), diff:   (0.000000,0.000004)
n: 3701, t: 0.462625, x[n]:  (-0.078472,0.996916), y[n]:  (-0.078372,0.996920), y(t):  (-0.078372,0.996924), diff:  (-0.000000,0.000004)
n: 3702, t: 0.462750, x[n]:  (-0.156459,0.987684), y[n]:  (-0.156360,0.987696), y(t):  (-0.156361,0.987700), diff:  (-0.000001,0.000004)
n: 3703, t: 0.462875, x[n]:  (-0.233452,0.972368), y[n]:  (-0.233355,0.972388), y(t):  (-0.233355,0.972392), diff:  (-0.000001,0.000004)
n: 3704, t: 0.463000, x[n]:  (-0.309035,0.951051), y[n]:  (-0.308940,0.951078), y(t):  (-0.308941,0.951081), diff:  (-0.000001,0.000004)
n: 3705, t: 0.463125, x[n]:  (-0.382713,0.923867), y[n]:  (-0.382619,0.923902), y(t):  (-0.382621,0.923905), diff:  (-0.000001,0.000004)
n: 3706, t: 0.463250, x[n]:  (-0.454003,0.891000), y[n]:  (-0.453912,0.891042), y(t):  (-0.453914,0.891046), diff:  (-0.000002,0.000004)
n: 3707, t: 0.463375, x[n]:  (-0.522521,0.852627), y[n]:  (-0.522434,0.852675), y(t):  (-0.522436,0.852679), diff:  (-0.000002,0.000003)
n: 3708, t: 0.463500, x[n]:  (-0.587792,0.809012), y[n]:  (-0.587709,0.809068), y(t):  (-0.587711,0.809071), diff:  (-0.000002,0.000003)
n: 3709, t: 0.463625, x[n]:  (-0.649464,0.760393), y[n]:  (-0.649386,0.760454), y(t):  (-0.649388,0.760457), diff:  (-0.000002,0.000003)
n: 3710, t: 0.463750, x[n]:  (-0.707130,0.707084), y[n]:  (-0.707057,0.707151), y(t):  (-0.707060,0.707154), diff:  (-0.000003,0.000003)
n: 3711, t: 0.463875, x[n]:  (-0.760416,0.649437), y[n]:  (-0.760348,0.649510), y(t):  (-0.760351,0.649512), diff:  (-0.000003,0.000003)
n: 3712, t: 0.464000, x[n]:  (-0.809033,0.587763), y[n]:  (-0.808971,0.587841), y(t):  (-0.808975,0.587844), diff:  (-0.000003,0.000002)
n: 3713, t: 0.464125, x[n]:  (-0.852645,0.522491), y[n]:  (-0.852590,0.522573), y(t):  (-0.852593,0.522576), diff:  (-0.000003,0.000002)
n: 3714, t: 0.464250, x[n]:  (-0.891016,0.453971), y[n]:  (-0.890968,0.454058), y(t):  (-0.890971,0.454060), diff:  (-0.000003,0.000002)
n: 3715, t: 0.464375, x[n]:  (-0.923881,0.382680), y[n]:  (-0.923839,0.382771), y(t):  (-0.923843,0.382772), diff:  (-0.000004,0.000002)
n: 3716, t: 0.464500, x[n]:  (-0.951061,0.309002), y[n]:  (-0.951027,0.309095), y(t):  (-0.951031,0.309096), diff:  (-0.000004,0.000001)
n: 3717, t: 0.464625, x[n]:  (-0.972377,0.233418), y[n]:  (-0.972350,0.233514), y(t):  (-0.972353,0.233515), diff:  (-0.000004,0.000001)
n: 3718, t: 0.464750, x[n]:  (-0.987690,0.156424), y[n]:  (-0.987671,0.156522), y(t):  (-0.987674,0.156523), diff:  (-0.000004,0.000001)
n: 3719, t: 0.464875, x[n]:  (-0.996919,0.078437), y[n]:  (-0.996907,0.078535), y(t):  (-0.996911,0.078536), diff:  (-0.000004,0.000000)
n: 3720, t: 0.465000, x[n]: (-1.000000,-0.000035), y[n]:  (-0.999996,0.000064), y(t):  (-1.000000,0.000064), diff:  (-0.000004,0.000000)
n: 3721, t: 0.465125, x[n]: (-0.996916,-0.078476), y[n]: (-0.996920,-0.078377), y(t): (-0.996924,-0.078377), diff: (-0.000004,-0.000000)
n: 3722, t: 0.465250, x[n]: (-0.987684,-0.156464), y[n]: (-0.987695,-0.156365), y(t): (-0.987699,-0.156365), diff: (-0.000004,-0.000001)
n: 3723, t: 0.465375, x[n]: (-0.972360,-0.233486), y[n]: (-0.972380,-0.233389), y(t): (-0.972383,-0.233389), diff: (-0.000004,-0.000001)
n: 3724, t: 0.465500, x[n]: (-0.951049,-0.309040), y[n]: (-0.951076,-0.308944), y(t): (-0.951080,-0.308945), diff: (-0.000004,-0.000001)
n: 3725, t: 0.465625, x[n]: (-0.923877,-0.382689), y[n]: (-0.923912,-0.382595), y(t): (-0.923915,-0.382597), diff: (-0.000004,-0.000001)
n: 3726, t: 0.465750, x[n]: (-0.890998,-0.454007), y[n]: (-0.891040,-0.453916), y(t): (-0.891043,-0.453918), diff: (-0.000004,-0.000002)
n: 3727, t: 0.465875, x[n]: (-0.852624,-0.522525), y[n]: (-0.852673,-0.522438), y(t): (-0.852676,-0.522440), diff: (-0.000003,-0.000002)
n: 3728, t: 0.466000, x[n]: (-0.809010,-0.587795), y[n]: (-0.809065,-0.587713), y(t): (-0.809068,-0.587715), diff: (-0.000003,-0.000002)
n: 3729, t: 0.466125, x[n]: (-0.760390,-0.649467), y[n]: (-0.760451,-0.649389), y(t): (-0.760454,-0.649391), diff: (-0.000003,-0.000002)
n: 3730, t: 0.466250, x[n]: (-0.707080,-0.707133), y[n]: (-0.707148,-0.707060), y(t): (-0.707151,-0.707063), diff: (-0.000003,-0.000003)
n: 3731, t: 0.466375, x[n]: (-0.649433,-0.760418), y[n]: (-0.649506,-0.760351), y(t): (-0.649509,-0.760354), diff: (-0.000003,-0.000003)
n: 3732, t: 0.466500, x[n]: (-0.587784,-0.809018), y[n]: (-0.587862,-0.808956), y(t): (-0.587865,-0.808959), diff: (-0.000002,-0.000003)
n: 3733, t: 0.466625, x[n]: (-0.522487,-0.852647), y[n]: (-0.522570,-0.852592), y(t): (-0.522572,-0.852595), diff: (-0.000002,-0.000003)
n: 3734, t: 0.466750, x[n]: (-0.453967,-0.891018), y[n]: (-0.454054,-0.890970), y(t): (-0.454056,-0.890973), diff: (-0.000002,-0.000003)
n: 3735, t: 0.466875, x[n]: (-0.382676,-0.923883), y[n]: (-0.382766,-0.923841), y(t): (-0.382768,-0.923844), diff: (-0.000002,-0.000004)
n: 3736, t: 0.467000, x[n]: (-0.308998,-0.951063), y[n]: (-0.309091,-0.951028), y(t): (-0.309092,-0.951032), diff: (-0.000001,-0.000004)
n: 3737, t: 0.467125, x[n]: (-0.233414,-0.972378), y[n]: (-0.233509,-0.972351), y(t): (-0.233510,-0.972354), diff: (-0.000001,-0.000004)
n: 3738, t: 0.467250, x[n]: (-0.156420,-0.987691), y[n]: (-0.156517,-0.987671), y(t): (-0.156518,-0.987675), diff: (-0.000001,-0.000004)
n: 3739, t: 0.467375, x[n]: (-0.078432,-0.996919), y[n]: (-0.078531,-0.996908), y(t): (-0.078531,-0.996912), diff: (-0.000000,-0.000004)
n: 3740, t: 0.467500, x[n]:  (0.000040,-1.000000), y[n]: (-0.000060,-0.999996), y(t): (-0.000060,-1.000000), diff: (-0.000000,-0.000004)
n: 3741, t: 0.467625, x[n]:  (0.078480,-0.996916), y[n]:  (0.078381,-0.996920), y(t):  (0.078381,-0.996923), diff:  (0.000000,-0.000004)
n: 3742, t: 0.467750, x[n]:  (0.156438,-0.987688), y[n]:  (0.156339,-0.987700), y(t):  (0.156340,-0.987703), diff:  (0.000000,-0.000004)
n: 3743, t: 0.467875, x[n]:  (0.233461,-0.972366), y[n]:  (0.233363,-0.972386), y(t):  (0.233364,-0.972389), diff:  (0.000001,-0.000004)
n: 3744, t: 0.468000, x[n]:  (0.309044,-0.951048), y[n]:  (0.308948,-0.951075), y(t):  (0.308949,-0.951079), diff:  (0.000001,-0.000004)
n: 3745, t: 0.468125, x[n]:  (0.382693,-0.923876), y[n]:  (0.382600,-0.923910), y(t):  (0.382601,-0.923914), diff:  (0.000001,-0.000004)
n: 3746, t: 0.468250, x[n]:  (0.454011,-0.890996), y[n]:  (0.453920,-0.891038), y(t):  (0.453922,-0.891041), diff:  (0.000002,-0.000004)
n: 3747, t: 0.468375, x[n]:  (0.522528,-0.852622), y[n]:  (0.522442,-0.852671), y(t):  (0.522444,-0.852674), diff:  (0.000002,-0.000003)
n: 3748, t: 0.468500, x[n]:  (0.587799,-0.809007), y[n]:  (0.587716,-0.809062), y(t):  (0.587718,-0.809066), diff:  (0.000002,-0.000003)
n: 3749, t: 0.468625, x[n]:  (0.649447,-0.760407), y[n]:  (0.649369,-0.760468), y(t):  (0.649372,-0.760471), diff:  (0.000002,-0.000003)
n: 3750, t: 0.468750, x[n]:  (0.707115,-0.707099), y[n]:  (0.707042,-0.707166), y(t):  (0.707044,-0.707169), diff:  (0.000003,-0.000003)
n: 3751, t: 0.468875, x[n]:  (0.760421,-0.649430), y[n]:  (0.760354,-0.649503), y(t):  (0.760357,-0.649506), diff:  (0.000003,-0.000003)
n: 3752, t: 0.469000, x[n]:  (0.809020,-0.587781), y[n]:  (0.808959,-0.587859), y(t):  (0.808962,-0.587861), diff:  (0.000003,-0.000002)
n: 3753, t: 0.469125, x[n]:  (0.852650,-0.522483), y[n]:  (0.852594,-0.522566), y(t):  (0.852598,-0.522568), diff:  (0.000003,-0.000002)
n: 3754, t: 0.469250, x[n]:  (0.891020,-0.453963), y[n]:  (0.890972,-0.454050), y(t):  (0.890975,-0.454052), diff:  (0.000003,-0.000002)
n: 3755, t: 0.469375, x[n]:  (0.923884,-0.382672), y[n]:  (0.923843,-0.382762), y(t):  (0.923846,-0.382764), diff:  (0.000004,-0.000002)
n: 3756, t: 0.469500, x[n]:  (0.951064,-0.308993), y[n]:  (0.951030,-0.309087), y(t):  (0.951033,-0.309088), diff:  (0.000004,-0.000001)
n: 3757, t: 0.469625, x[n]:  (0.972371,-0.233439), y[n]:  (0.972344,-0.233535), y(t):  (0.972348,-0.233536), diff:  (0.000004,-0.000001)
n: 3758, t: 0.469750, x[n]:  (0.987691,-0.156416), y[n]:  (0.987672,-0.156513), y(t):  (0.987676,-0.156514), diff:  (0.000004,-0.000001)
n: 3759, t: 0.469875, x[n]:  (0.996917,-0.078458), y[n]:  (0.996906,-0.078557), y(t):  (0.996910,-0.078557), diff:  (0.000004,-0.000000)
n: 3760, t: 0.470000, x[n]:   (1.000000,0.000013), y[n]:  (0.999996,-0.000086), y(t):  (1.000000,-0.000086), diff:  (0.000004,-0.000000)
n: 3761, t: 0.470125, x[n]:   (0.996915,0.078485), y[n]:   (0.996919,0.078386), y(t):   (0.996923,0.078386), diff:   (0.000004,0.000000)
n: 3762, t: 0.470250, x[n]:   (0.987687,0.156442), y[n]:   (0.987699,0.156343), y(t):   (0.987703,0.156344), diff:   (0.000004,0.000000)
n: 3763, t: 0.470375, x[n]:   (0.972365,0.233465), y[n]:   (0.972385,0.233368), y(t):   (0.972388,0.233368), diff:   (0.000004,0.000001)
n: 3764, t: 0.470500, x[n]:   (0.951046,0.309048), y[n]:   (0.951073,0.308952), y(t):   (0.951077,0.308953), diff:   (0.000004,0.000001)
n: 3765, t: 0.470625, x[n]:   (0.923874,0.382697), y[n]:   (0.923908,0.382604), y(t):   (0.923912,0.382605), diff:   (0.000004,0.000001)
n: 3766, t: 0.470750, x[n]:   (0.890994,0.454015), y[n]:   (0.891036,0.453924), y(t):   (0.891039,0.453926), diff:   (0.000004,0.000002)
n: 3767, t: 0.470875, x[n]:   (0.852636,0.522506), y[n]:   (0.852684,0.522419), y(t):   (0.852687,0.522421), diff:   (0.000003,0.000002)
n: 3768, t: 0.471000, x[n]:   (0.809004,0.587803), y[n]:   (0.809060,0.587720), y(t):   (0.809063,0.587722), diff:   (0.000003,0.000002)
n: 3769, t: 0.471125, x[n]:   (0.760384,0.649474), y[n]:   (0.760446,0.649396), y(t):   (0.760449,0.649398), diff:   (0.000003,0.000002)
n: 3770, t: 0.471250, x[n]:   (0.707096,0.707118), y[n]:   (0.707163,0.707045), y(t):   (0.707166,0.707048), diff:   (0.000003,0.000003)
n: 3771, t: 0.471375, x[n]:   (0.649427,0.760424), y[n]:   (0.649500,0.760357), y(t):   (0.649502,0.760360), diff:   (0.000003,0.000003)
n: 3772, t: 0.471500, x[n]:   (0.587777,0.809023), y[n]:   (0.587855,0.808961), y(t):   (0.587858,0.808964), diff:   (0.000002,0.000003)
n: 3773, t: 0.471625, x[n]:   (0.522479,0.852652), y[n]:   (0.522562,0.852597), y(t):   (0.522564,0.852600), diff:   (0.000002,0.000003)
n: 3774, t: 0.471750, x[n]:   (0.453987,0.891008), y[n]:   (0.454073,0.890960), y(t):   (0.454075,0.890963), diff:   (0.000002,0.000003)
n: 3775, t: 0.471875, x[n]:   (0.382668,0.923886), y[n]:   (0.382758,0.923844), y(t):   (0.382760,0.923848), diff:   (0.000002,0.000004)
n: 3776, t: 0.472000, x[n]:   (0.308989,0.951066), y[n]:   (0.309083,0.951031), y(t):   (0.309084,0.951035), diff:   (0.000001,0.000004)
n: 3777, t: 0.472125, x[n]:   (0.233435,0.972373), y[n]:   (0.233530,0.972346), y(t):   (0.233531,0.972349), diff:   (0.000001,0.000004)
n: 3778, t: 0.472250, x[n]:   (0.156411,0.987692), y[n]:   (0.156509,0.987673), y(t):   (0.156509,0.987677), diff:   (0.000001,0.000004)
n: 3779, t: 0.472375, x[n]:   (0.078423,0.996920), y[n]:   (0.078522,0.996908), y(t):   (0.078522,0.996912), diff:   (0.000000,0.000004)
n: 3780, t: 0.472500, x[n]:  (-0.000018,1.000000), y[n]:   (0.000081,0.999996), y(t):   (0.000082,1.000000), diff:   (0.000000,0.000004)
n: 3781, t: 0.472625, x[n]:  (-0.078489,0.996915), y[n]:  (-0.078390,0.996919), y(t):  (-0.078390,0.996923), diff:  (-0.000000,0.000004)
n: 3782, t: 0.472750, x[n]:  (-0.156447,0.987686), y[n]:  (-0.156348,0.987698), y(t):  (-0.156348,0.987702), diff:  (-0.000000,0.000004)
n: 3783, t: 0.472875, x[n]:  (-0.233469,0.972364), y[n]:  (-0.233372,0.972384), y(t):  (-0.233373,0.972387), diff:  (-0.000001,0.000004)
n: 3784, t: 0.473000, x[n]:  (-0.309023,0.951054), y[n]:  (-0.308928,0.951082), y(t):  (-0.308929,0.951085), diff:  (-0.000001,0.000004)
n: 3785, t: 0.473125, x[n]:  (-0.382701,0.923872), y[n]:  (-0.382608,0.923907), y(t):  (-0.382609,0.923910), diff:  (-0.000001,0.000004)
n: 3786, t: 0.473250, x[n]:  (-0.454019,0.890992), y[n]:  (-0.453928,0.891034), y(t):  (-0.453930,0.891037), diff:  (-0.000002,0.000004)
n: 3787, t: 0.473375, x[n]:  (-0.522510,0.852633), y[n]:  (-0.522423,0.852682), y(t):  (-0.522425,0.852685), diff:  (-0.000002,0.000003)
n: 3788, t: 0.473500, x[n]:  (-0.587806,0.809002), y[n]:  (-0.587723,0.809057), y(t):  (-0.587726,0.809060), diff:  (-0.000002,0.000003)
n: 3789, t: 0.473625, x[n]:  (-0.649477,0.760381), y[n]:  (-0.649399,0.760443), y(t):  (-0.649401,0.760446), diff:  (-0.000003,0.000003)
n: 3790, t: 0.473750, x[n]:  (-0.707121,0.707093), y[n]:  (-0.707048,0.707160), y(t):  (-0.707051,0.707163), diff:  (-0.000003,0.000003)
n: 3791, t: 0.473875, x[n]:  (-0.760407,0.649446), y[n]:  (-0.760340,0.649520), y(t):  (-0.760343,0.649522), diff:  (-0.000003,0.000003)
n: 3792, t: 0.474000, x[n]:  (-0.809026,0.587774), y[n]:  (-0.808964,0.587852), y(t):  (-0.808967,0.587854), diff:  (-0.000003,0.000002)
n: 3793, t: 0.474125, x[n]:  (-0.852654,0.522476), y[n]:  (-0.852599,0.522558), y(t):  (-0.852602,0.522560), diff:  (-0.000003,0.000002)
n: 3794, t: 0.474250, x[n]:  (-0.891011,0.453983), y[n]:  (-0.890962,0.454069), y(t):  (-0.890965,0.454071), diff:  (-0.000003,0.000002)
n: 3795, t: 0.474375, x[n]:  (-0.923888,0.382664), y[n]:  (-0.923846,0.382754), y(t):  (-0.923850,0.382756), diff:  (-0.000004,0.000002)
n: 3796, t: 0.474500, x[n]:  (-0.951067,0.308985), y[n]:  (-0.951033,0.309078), y(t):  (-0.951036,0.309080), diff:  (-0.000004,0.000001)
n: 3797, t: 0.474625, x[n]:  (-0.972374,0.233430), y[n]:  (-0.972347,0.233526), y(t):  (-0.972350,0.233527), diff:  (-0.000004,0.000001)
n: 3798, t: 0.474750, x[n]:  (-0.987693,0.156407), y[n]:  (-0.987673,0.156504), y(t):  (-0.987677,0.156505), diff:  (-0.000004,0.000001)
n: 3799, t: 0.474875, x[n]:  (-0.996921,0.078419), y[n]:  (-0.996909,0.078518), y(t):  (-0.996913,0.078518), diff:  (-0.000004,0.000000)
n: 3800, t: 0.475000, x[n]: (-1.000000,-0.000022), y[n]:  (-0.999996,0.000077), y(t):  (-1.000000,0.000077), diff:  (-0.000004,0.000000)
n: 3801, t: 0.475125, x[n]: (-0.996917,-0.078463), y[n]: (-0.996921,-0.078364), y(t): (-0.996925,-0.078364), diff: (-0.000004,-0.000000)
n: 3802, t: 0.475250, x[n]: (-0.987686,-0.156451), y[n]: (-0.987697,-0.156352), y(t): (-0.987701,-0.156353), diff: (-0.000004,-0.000001)
